875.0,1.0,1=0.539,0=0.461
876.0,1.0,1=0.893,0=0.107
881.0,1.0,1=0.433,0=0.567
882.0,1.0,1=0.874,0=0.126
888.0,1.0,1=0.539,0=0.461
889.0,1.0,1=0.880,0=0.120
893.0,1.0,1=0.545,0=0.455
894.0,1.0,1=0.912,0=0.088
898.0,1.0,1=0.515,0=0.485
899.0,1.0,1=0.921,0=0.079
904.0,1.0,1=0.433,0=0.567
905.0,1.0,1=0.874,0=0.126
911.0,1.0,1=0.539,0=0.461
912.0,1.0,1=0.880,0=0.120
918.0,1.0,1=0.786,0=0.214
919.0,1.0,1=0.379,0=0.621
920.0,1.0,1=0.786,0=0.214
924.0,1.0,1=0.303,0=0.697
957.0,1.0,1=0.873,0=0.127
958.0,1.0,1=0.933,0=0.067
962.0,1.0,1=0.462,0=0.538
963.0,1.0,1=0.622,0=0.378
967.0,1.0,1=0.462,0=0.538
968.0,1.0,1=0.694,0=0.306
973.0,1.0,1=0.228,0=0.772
977.0,1.0,1=0.129,0=0.871
978.0,1.0,1=0.117,0=0.883
983.0,1.0,1=0.882,0=0.118
998.0,1.0,1=0.469,0=0.531
999.0,1.0,1=0.469,0=0.531
1000.0,1.0,1=0.469,0=0.531
1001.0,1.0,1=0.469,0=0.531
1002.0,1.0,1=0.157,0=0.843
1003.0,1.0,1=0.469,0=0.531
1004.0,1.0,1=0.469,0=0.531
1005.0,1.0,1=0.157,0=0.843
1006.0,1.0,1=0.469,0=0.531
1007.0,1.0,1=0.469,0=0.531
1028.0,1.0,1=0.275,0=0.725
1033.0,1.0,1=0.454,0=0.546
1034.0,1.0,1=0.300,0=0.700
1035.0,1.0,1=0.454,0=0.546
1036.0,1.0,1=0.315,0=0.685
1037.0,1.0,1=0.300,0=0.700
1038.0,1.0,1=0.454,0=0.546
1039.0,1.0,1=0.315,0=0.685
1040.0,1.0,1=0.454,0=0.546
1041.0,1.0,1=0.300,0=0.700
1042.0,1.0,1=0.276,0=0.724
1043.0,1.0,1=0.276,0=0.724
1087.0,1.0,1=0.703,0=0.297
1088.0,1.0,1=0.973,0=0.027
1101.0,1.0,1=0.642,0=0.358
1102.0,1.0,1=0.940,0=0.060
1116.0,1.0,1=0.666,0=0.334
1122.0,1.0,1=0.537,0=0.463
1133.0,1.0,1=0.424,0=0.576
1134.0,1.0,1=0.753,0=0.247
1135.0,1.0,1=0.944,0=0.056
1138.0,1.0,1=0.342,0=0.658
1139.0,1.0,1=0.700,0=0.300
1153.0,1.0,1=0.707,0=0.293
1154.0,1.0,1=0.707,0=0.293
1157.0,1.0,1=0.993,0=0.007
1158.0,1.0,1=0.974,0=0.026
1159.0,1.0,1=0.993,0=0.007
1160.0,1.0,1=0.997,0=0.003
1161.0,1.0,1=0.974,0=0.026
1162.0,1.0,1=0.997,0=0.003
1163.0,1.0,1=0.984,0=0.016
1164.0,1.0,1=0.974,0=0.026
1165.0,1.0,1=0.984,0=0.016
1166.0,1.0,1=0.996,0=0.004
1167.0,1.0,1=0.974,0=0.026
1168.0,1.0,1=0.996,0=0.004
1169.0,1.0,1=0.994,0=0.006
1170.0,1.0,1=0.974,0=0.026
1171.0,1.0,1=0.994,0=0.006
1173.0,1.0,1=0.810,0=0.190
1178.0,1.0,1=0.752,0=0.248
1179.0,1.0,1=0.894,0=0.106
1182.0,1.0,1=0.570,0=0.430
1183.0,1.0,1=0.684,0=0.316
1186.0,1.0,1=0.570,0=0.430
1187.0,1.0,1=0.681,0=0.319
1190.0,1.0,1=0.570,0=0.430
1191.0,1.0,1=0.684,0=0.316
1194.0,1.0,1=0.570,0=0.430
1195.0,1.0,1=0.660,0=0.340
1198.0,1.0,1=0.570,0=0.430
1199.0,1.0,1=0.680,0=0.320
1203.0,1.0,1=0.694,0=0.306
1204.0,1.0,1=0.694,0=0.306
1207.0,1.0,1=0.968,0=0.032
1208.0,1.0,1=0.979,0=0.021
1209.0,1.0,1=0.968,0=0.032
1210.0,1.0,1=0.970,0=0.030
1211.0,1.0,1=0.979,0=0.021
1212.0,1.0,1=0.970,0=0.030
1213.0,1.0,1=0.970,0=0.030
1214.0,1.0,1=0.979,0=0.021
1215.0,1.0,1=0.970,0=0.030
1216.0,1.0,1=0.977,0=0.023
1217.0,1.0,1=0.979,0=0.021
1218.0,1.0,1=0.977,0=0.023
1219.0,1.0,1=0.981,0=0.019
1220.0,1.0,1=0.979,0=0.021
1221.0,1.0,1=0.981,0=0.019
1241.0,1.0,1=0.698,0=0.302
1242.0,1.0,1=0.698,0=0.302
1243.0,1.0,1=0.698,0=0.302
1246.0,1.0,1=0.990,0=0.010
1247.0,1.0,1=0.979,0=0.021
1248.0,1.0,1=0.990,0=0.010
1249.0,1.0,1=0.991,0=0.009
1250.0,1.0,1=0.979,0=0.021
1251.0,1.0,1=0.991,0=0.009
1252.0,1.0,1=0.993,0=0.007
1253.0,1.0,1=0.979,0=0.021
1254.0,1.0,1=0.993,0=0.007
1255.0,1.0,1=0.990,0=0.010
1256.0,1.0,1=0.979,0=0.021
1257.0,1.0,1=0.990,0=0.010
1265.0,1.0,1=0.194,0=0.806
1270.0,1.0,1=0.657,0=0.343
1271.0,1.0,1=0.657,0=0.343
1274.0,1.0,1=0.989,0=0.011
1275.0,1.0,1=0.974,0=0.026
1276.0,1.0,1=0.989,0=0.011
1277.0,1.0,1=0.989,0=0.011
1278.0,1.0,1=0.974,0=0.026
1279.0,1.0,1=0.989,0=0.011
1280.0,1.0,1=0.989,0=0.011
1281.0,1.0,1=0.974,0=0.026
1282.0,1.0,1=0.989,0=0.011
1286.0,1.0,1=0.386,0=0.614
1290.0,1.0,1=0.119,0=0.881
1291.0,1.0,1=0.437,0=0.563
1304.0,1.0,1=0.689,0=0.311
1315.0,1.0,1=0.725,0=0.275
1318.0,1.0,1=0.174,0=0.826
1323.0,1.0,1=0.560,0=0.440
1328.0,1.0,1=0.352,0=0.648
1330.0,1.0,1=0.302,0=0.698
1333.0,1.0,1=0.477,0=0.523
1355.0,1.0,1=0.694,0=0.306
1356.0,1.0,1=0.694,0=0.306
1359.0,1.0,1=0.990,0=0.010
1360.0,1.0,1=0.980,0=0.020
1361.0,1.0,1=0.990,0=0.010
1362.0,1.0,1=0.994,0=0.006
1363.0,1.0,1=0.980,0=0.020
1364.0,1.0,1=0.994,0=0.006
1373.0,1.0,1=0.173,0=0.827
1374.0,1.0,1=0.490,0=0.510
1380.0,1.0,1=0.679,0=0.321
1381.0,1.0,1=0.679,0=0.321
1383.0,1.0,1=0.319,0=0.681
1404.0,1.0,1=0.059,0=0.941
1422.0,1.0,1=0.188,0=0.812
1427.0,1.0,1=0.109,0=0.891
1433.0,1.0,1=0.109,0=0.891
1516.0,1.0,1=0.347,0=0.653
1517.0,1.0,1=0.686,0=0.314
1521.0,1.0,1=0.196,0=0.804
1522.0,1.0,1=0.816,0=0.184
1557.0,1.0,1=0.486,0=0.514
1558.0,1.0,1=0.758,0=0.242
1569.0,1.0,1=0.202,0=0.798
1570.0,1.0,1=0.256,0=0.744
1571.0,1.0,1=0.393,0=0.607
1617.0,1.0,1=0.990,0=0.010
1618.0,1.0,1=0.979,0=0.021
1622.0,1.0,1=0.990,0=0.010
1623.0,1.0,1=0.993,0=0.007
1627.0,1.0,1=0.990,0=0.010
1628.0,1.0,1=0.993,0=0.007
1632.0,1.0,1=0.990,0=0.010
1633.0,1.0,1=0.993,0=0.007
1637.0,1.0,1=0.990,0=0.010
1638.0,1.0,1=0.993,0=0.007
1642.0,1.0,1=0.990,0=0.010
1643.0,1.0,1=0.993,0=0.007
1647.0,1.0,1=0.990,0=0.010
1648.0,1.0,1=0.993,0=0.007
1652.0,1.0,1=0.990,0=0.010
1653.0,1.0,1=0.993,0=0.007
1657.0,1.0,1=0.990,0=0.010
1658.0,1.0,1=0.993,0=0.007
1662.0,1.0,1=0.990,0=0.010
1663.0,1.0,1=0.993,0=0.007
1667.0,1.0,1=0.990,0=0.010
1668.0,1.0,1=0.993,0=0.007
1672.0,1.0,1=0.990,0=0.010
1673.0,1.0,1=0.993,0=0.007
1677.0,1.0,1=0.990,0=0.010
1678.0,1.0,1=0.993,0=0.007
1682.0,1.0,1=0.990,0=0.010
1683.0,1.0,1=0.992,0=0.008
1687.0,1.0,1=0.990,0=0.010
1688.0,1.0,1=0.992,0=0.008
1692.0,1.0,1=0.990,0=0.010
1693.0,1.0,1=0.992,0=0.008
1697.0,1.0,1=0.990,0=0.010
1698.0,1.0,1=0.992,0=0.008
1702.0,1.0,1=0.990,0=0.010
1703.0,1.0,1=0.992,0=0.008
1707.0,1.0,1=0.990,0=0.010
1708.0,1.0,1=0.992,0=0.008
1712.0,1.0,1=0.990,0=0.010
1713.0,1.0,1=0.992,0=0.008
1717.0,1.0,1=0.990,0=0.010
1718.0,1.0,1=0.992,0=0.008
1722.0,1.0,1=0.990,0=0.010
1723.0,1.0,1=0.992,0=0.008
1727.0,1.0,1=0.990,0=0.010
1728.0,1.0,1=0.992,0=0.008
1732.0,1.0,1=0.990,0=0.010
1733.0,1.0,1=0.992,0=0.008
1737.0,1.0,1=0.990,0=0.010
1738.0,1.0,1=0.992,0=0.008
1749.0,1.0,1=0.123,0=0.877
1764.0,1.0,1=0.078,0=0.922
1794.0,1.0,1=0.110,0=0.890
1795.0,1.0,1=0.106,0=0.894
1804.0,1.0,1=0.310,0=0.690
1805.0,1.0,1=0.128,0=0.872
1811.0,1.0,1=0.224,0=0.776
1812.0,1.0,1=0.316,0=0.684
1826.0,1.0,1=0.921,0=0.079
1832.0,1.0,1=0.168,0=0.832
1840.0,1.0,1=0.098,0=0.902
1845.0,1.0,1=0.527,0=0.473
1853.0,1.0,1=0.063,0=0.937
1855.0,1.0,1=0.349,0=0.651
1872.0,1.0,1=0.544,0=0.456
1873.0,1.0,1=0.910,0=0.090
1877.0,1.0,1=0.214,0=0.786
1884.0,1.0,1=0.448,0=0.552
1885.0,1.0,1=0.915,0=0.085
1889.0,1.0,1=0.214,0=0.786
1898.0,1.0,1=0.432,0=0.568
1899.0,1.0,1=0.304,0=0.696
1902.0,1.0,1=0.252,0=0.748
1908.0,1.0,1=0.287,0=0.713
1909.0,1.0,1=0.840,0=0.160
1911.0,1.0,1=0.219,0=0.781
1912.0,1.0,1=0.618,0=0.382
1921.0,1.0,1=0.272,0=0.728
1956.0,1.0,1=0.300,0=0.700
1969.0,1.0,1=0.277,0=0.723
1975.0,1.0,1=0.341,0=0.659
1976.0,1.0,1=0.041,0=0.959
1977.0,1.0,1=0.121,0=0.879
1978.0,1.0,1=0.341,0=0.659
1988.0,1.0,1=0.194,0=0.806
1992.0,1.0,1=0.756,0=0.244
1993.0,1.0,1=0.407,0=0.593
1994.0,1.0,1=0.756,0=0.244
2019.0,1.0,1=0.422,0=0.578
2020.0,1.0,1=0.920,0=0.080
2045.0,1.0,1=0.422,0=0.578
2046.0,1.0,1=0.787,0=0.213
2080.0,1.0,1=0.365,0=0.635
2081.0,1.0,1=0.365,0=0.635
2087.0,1.0,1=0.365,0=0.635
2096.0,1.0,1=0.365,0=0.635
2101.0,1.0,1=0.365,0=0.635
2106.0,1.0,1=0.365,0=0.635
2111.0,1.0,1=0.365,0=0.635
2125.0,1.0,1=0.050,0=0.950
2215.0,1.0,1=0.818,0=0.182
2220.0,1.0,1=0.561,0=0.439
2230.0,1.0,1=0.122,0=0.878
2231.0,1.0,1=0.288,0=0.712
2235.0,1.0,1=0.724,0=0.276
2238.0,1.0,1=0.921,0=0.079
2271.0,1.0,1=0.374,0=0.626
2278.0,1.0,1=0.600,0=0.400
2283.0,1.0,1=0.208,0=0.792
2284.0,1.0,1=0.229,0=0.771
2285.0,1.0,1=0.229,0=0.771
2341.0,1.0,1=0.163,0=0.837
2356.0,1.0,1=0.210,0=0.790
2363.0,1.0,1=0.249,0=0.751
2365.0,1.0,1=0.167,0=0.833
2375.0,1.0,1=0.281,0=0.719
2376.0,1.0,1=0.416,0=0.584
2380.0,1.0,1=0.322,0=0.678
2381.0,1.0,1=0.416,0=0.584
2385.0,1.0,1=0.322,0=0.678
2386.0,1.0,1=0.226,0=0.774
2398.0,1.0,1=0.234,0=0.766
2402.0,1.0,1=0.210,0=0.790
2403.0,1.0,1=0.175,0=0.825
2438.0,1.0,1=0.182,0=0.818
2455.0,1.0,1=0.166,0=0.834
2491.0,1.0,1=0.067,0=0.933
2496.0,1.0,1=0.199,0=0.801
2503.0,1.0,1=0.694,0=0.306
2504.0,1.0,1=0.694,0=0.306
2507.0,1.0,1=0.921,0=0.079
2508.0,1.0,1=0.979,0=0.021
2509.0,1.0,1=0.921,0=0.079
2525.0,1.0,1=0.486,0=0.514
2526.0,1.0,1=0.486,0=0.514
2531.0,1.0,1=0.637,0=0.363
2532.0,1.0,1=0.623,0=0.377
2541.0,1.0,1=0.322,0=0.678
2542.0,1.0,1=0.088,0=0.912
2547.0,1.0,1=0.319,0=0.681
2557.0,1.0,1=0.748,0=0.252
2558.0,1.0,1=0.754,0=0.246
2568.0,1.0,1=0.653,0=0.347
2569.0,1.0,1=0.653,0=0.347
2578.0,1.0,1=0.387,0=0.613
2581.0,1.0,1=0.205,0=0.795
2584.0,1.0,1=0.621,0=0.379
2585.0,1.0,1=0.415,0=0.585
2588.0,1.0,1=0.335,0=0.665
2589.0,1.0,1=0.335,0=0.665
2592.0,1.0,1=0.355,0=0.645
2593.0,1.0,1=0.335,0=0.665
2598.0,1.0,1=0.674,0=0.326
2599.0,1.0,1=0.674,0=0.326
2600.0,1.0,1=0.674,0=0.326
2603.0,1.0,1=0.987,0=0.013
2604.0,1.0,1=0.968,0=0.032
2605.0,1.0,1=0.987,0=0.013
2621.0,1.0,1=0.482,0=0.518
2622.0,1.0,1=0.602,0=0.398
2623.0,1.0,1=0.602,0=0.398
2624.0,1.0,1=0.817,0=0.183
2625.0,1.0,1=0.602,0=0.398
2626.0,1.0,1=0.817,0=0.183
2627.0,1.0,1=0.602,0=0.398
2628.0,1.0,1=0.817,0=0.183
2631.0,1.0,1=0.356,0=0.644
2646.0,1.0,1=0.448,0=0.552
2687.0,1.0,1=0.254,0=0.746
2691.0,1.0,1=0.315,0=0.685
2699.0,1.0,1=0.176,0=0.824
2742.0,1.0,1=0.657,0=0.343
2743.0,1.0,1=0.657,0=0.343
2746.0,1.0,1=0.994,0=0.006
2747.0,1.0,1=0.974,0=0.026
2748.0,1.0,1=0.994,0=0.006
2749.0,1.0,1=0.987,0=0.013
2750.0,1.0,1=0.974,0=0.026
2751.0,1.0,1=0.987,0=0.013
2752.0,1.0,1=0.989,0=0.011
2753.0,1.0,1=0.974,0=0.026
2754.0,1.0,1=0.989,0=0.011
2755.0,1.0,1=0.951,0=0.049
2756.0,1.0,1=0.974,0=0.026
2757.0,1.0,1=0.951,0=0.049
2758.0,1.0,1=0.987,0=0.013
2759.0,1.0,1=0.974,0=0.026
2760.0,1.0,1=0.987,0=0.013
2761.0,1.0,1=0.989,0=0.011
2762.0,1.0,1=0.974,0=0.026
2763.0,1.0,1=0.989,0=0.011
2764.0,1.0,1=0.982,0=0.018
2765.0,1.0,1=0.974,0=0.026
2766.0,1.0,1=0.982,0=0.018
2767.0,1.0,1=0.994,0=0.006
2768.0,1.0,1=0.974,0=0.026
2769.0,1.0,1=0.994,0=0.006
2770.0,1.0,1=0.991,0=0.009
2771.0,1.0,1=0.974,0=0.026
2772.0,1.0,1=0.991,0=0.009
2773.0,1.0,1=0.983,0=0.017
2774.0,1.0,1=0.974,0=0.026
2775.0,1.0,1=0.983,0=0.017
2776.0,1.0,1=0.987,0=0.013
2777.0,1.0,1=0.974,0=0.026
2778.0,1.0,1=0.987,0=0.013
2779.0,1.0,1=0.987,0=0.013
2780.0,1.0,1=0.974,0=0.026
2781.0,1.0,1=0.987,0=0.013
2792.0,1.0,1=0.211,0=0.789
2793.0,1.0,1=0.241,0=0.759
2794.0,1.0,1=0.498,0=0.502
2804.0,1.0,1=0.442,0=0.558
2812.0,1.0,1=0.323,0=0.677
2813.0,1.0,1=0.150,0=0.850
2814.0,1.0,1=0.462,0=0.538
2818.0,1.0,1=0.250,0=0.750
2824.0,1.0,1=0.306,0=0.694
2830.0,1.0,1=0.067,0=0.933
2831.0,1.0,1=0.065,0=0.935
2865.0,1.0,1=0.176,0=0.824
2873.0,1.0,1=0.187,0=0.813
2881.0,1.0,1=0.256,0=0.744
2889.0,1.0,1=0.308,0=0.692
2924.0,1.0,1=0.261,0=0.739
2942.0,1.0,1=0.266,0=0.734
2962.0,1.0,1=0.143,0=0.857
2985.0,1.0,1=0.149,0=0.851
2998.0,1.0,1=0.184,0=0.816
3002.0,1.0,1=0.184,0=0.816
3021.0,1.0,1=0.235,0=0.765
3029.0,1.0,1=0.448,0=0.552
3052.0,1.0,1=0.226,0=0.774
3053.0,1.0,1=0.272,0=0.728
3060.0,1.0,1=0.585,0=0.415
3061.0,1.0,1=0.585,0=0.415
3064.0,1.0,1=0.927,0=0.073
3065.0,1.0,1=0.913,0=0.087
3066.0,1.0,1=0.927,0=0.073
3067.0,1.0,1=0.939,0=0.061
3068.0,1.0,1=0.913,0=0.087
3069.0,1.0,1=0.939,0=0.061
3070.0,1.0,1=0.939,0=0.061
3071.0,1.0,1=0.913,0=0.087
3072.0,1.0,1=0.939,0=0.061
3074.0,1.0,1=0.275,0=0.725
3080.0,1.0,1=0.755,0=0.245
3082.0,1.0,1=0.755,0=0.245
3083.0,1.0,1=0.755,0=0.245
3084.0,1.0,1=0.682,0=0.318
3085.0,1.0,1=0.755,0=0.245
3086.0,1.0,1=0.682,0=0.318
3092.0,1.0,1=0.755,0=0.245
3093.0,1.0,1=0.411,0=0.589
3094.0,1.0,1=0.755,0=0.245
3095.0,1.0,1=0.411,0=0.589
3096.0,1.0,1=0.328,0=0.672
3109.0,1.0,1=0.403,0=0.597
3110.0,1.0,1=0.825,0=0.175
3128.0,1.0,1=0.178,0=0.822
3129.0,1.0,1=0.300,0=0.700
3150.0,1.0,1=0.274,0=0.726
3151.0,1.0,1=0.151,0=0.849
3161.0,1.0,1=0.312,0=0.688
3172.0,1.0,1=0.095,0=0.905
3173.0,1.0,1=0.093,0=0.907
3186.0,1.0,1=0.178,0=0.822
3187.0,1.0,1=0.337,0=0.663
3198.0,1.0,1=0.297,0=0.703
3213.0,1.0,1=0.262,0=0.738
3220.0,1.0,1=0.637,0=0.363
3246.0,1.0,1=0.576,0=0.424
3247.0,1.0,1=0.954,0=0.046
3250.0,1.0,1=0.199,0=0.801
3251.0,1.0,1=0.768,0=0.232
3254.0,1.0,1=0.059,0=0.941
3289.0,1.0,1=0.486,0=0.514
3291.0,1.0,1=0.242,0=0.758
3310.0,1.0,1=0.383,0=0.617
3311.0,1.0,1=0.106,0=0.894
3312.0,1.0,1=0.383,0=0.617
3316.0,1.0,1=0.106,0=0.894
3329.0,1.0,1=0.272,0=0.728
3330.0,1.0,1=0.118,0=0.882
3340.0,1.0,1=0.914,0=0.086
3345.0,1.0,1=0.652,0=0.348
3350.0,1.0,1=0.390,0=0.610
3378.0,1.0,1=0.252,0=0.748
3379.0,1.0,1=0.214,0=0.786
3386.0,1.0,1=0.194,0=0.806
3387.0,1.0,1=0.121,0=0.879
3394.0,1.0,1=0.188,0=0.812
3395.0,1.0,1=0.118,0=0.882
3402.0,1.0,1=0.188,0=0.812
3403.0,1.0,1=0.121,0=0.879
3424.0,1.0,1=0.342,0=0.658
3440.0,1.0,1=0.398,0=0.602
3441.0,1.0,1=0.166,0=0.834
3450.0,1.0,1=0.538,0=0.462
3451.0,1.0,1=0.983,0=0.017
3457.0,1.0,1=0.501,0=0.499
3458.0,1.0,1=0.882,0=0.118
3486.0,1.0,1=0.246,0=0.754
3487.0,1.0,1=0.246,0=0.754
3515.0,1.0,1=0.394,0=0.606
3516.0,1.0,1=0.631,0=0.369
3518.0,1.0,1=0.291,0=0.709
3551.0,1.0,1=0.803,0=0.197
3558.0,1.0,1=0.408,0=0.592
3559.0,1.0,1=0.357,0=0.643
3560.0,1.0,1=0.411,0=0.589
3577.0,1.0,1=0.650,0=0.350
3580.0,1.0,1=0.576,0=0.424
3587.0,1.0,1=0.190,0=0.810
3602.0,1.0,1=0.203,0=0.797
3603.0,1.0,1=0.629,0=0.371
3607.0,1.0,1=0.259,0=0.741
3608.0,1.0,1=0.629,0=0.371
3613.0,1.0,1=0.344,0=0.656
3614.0,1.0,1=0.232,0=0.768
3621.0,1.0,1=0.927,0=0.073
3638.0,1.0,1=0.597,0=0.403
3639.0,1.0,1=0.597,0=0.403
3642.0,1.0,1=0.990,0=0.010
3643.0,1.0,1=0.940,0=0.060
3644.0,1.0,1=0.990,0=0.010
3650.0,1.0,1=0.531,0=0.469
3668.0,1.0,1=0.798,0=0.202
3679.0,1.0,1=0.431,0=0.569
3680.0,1.0,1=0.210,0=0.790
3699.0,1.0,1=0.468,0=0.532
3700.0,1.0,1=0.321,0=0.679
3701.0,1.0,1=0.468,0=0.532
3712.0,1.0,1=0.303,0=0.697
3713.0,1.0,1=0.321,0=0.679
3714.0,1.0,1=0.303,0=0.697
3725.0,1.0,1=0.468,0=0.532
3726.0,1.0,1=0.321,0=0.679
3727.0,1.0,1=0.468,0=0.532
3746.0,1.0,1=0.298,0=0.702
3749.0,1.0,1=0.293,0=0.707
3756.0,1.0,1=0.242,0=0.758
3757.0,1.0,1=0.348,0=0.652
3762.0,1.0,1=0.228,0=0.772
3771.0,1.0,1=0.122,0=0.878
3804.0,1.0,1=0.851,0=0.149
3805.0,1.0,1=0.299,0=0.701
3806.0,1.0,1=0.293,0=0.707
3807.0,1.0,1=0.414,0=0.586
3808.0,1.0,1=0.383,0=0.617
3809.0,1.0,1=0.964,0=0.036
3810.0,1.0,1=0.994,0=0.006
3830.0,1.0,1=0.757,0=0.243
3831.0,1.0,1=0.683,0=0.317
3832.0,1.0,1=0.676,0=0.324
3833.0,1.0,1=0.781,0=0.219
3834.0,1.0,1=0.758,0=0.242
3835.0,1.0,1=0.935,0=0.065
3836.0,1.0,1=0.995,0=0.005
3856.0,1.0,1=0.757,0=0.243
3857.0,1.0,1=0.683,0=0.317
3858.0,1.0,1=0.676,0=0.324
