id	oracle
9054	this.baseItemLabelsVisible != that.baseItemLabelsVisible
9055	ObjectUtilities.equal(this.itemLabelFontList, that.itemLabelFontList)
9056	ObjectUtilities.equal(this.baseItemLabelFont, that.baseItemLabelFont)
9057	ObjectUtilities.equal(this.itemLabelPaintList, that.itemLabelPaintList)
9058	PaintUtilities.equal(this.baseItemLabelPaint, that.baseItemLabelPaint)
9059	ObjectUtilities.equal(this.positiveItemLabelPositionList, that.positiveItemLabelPositionList)
9060	ObjectUtilities.equal(this.basePositiveItemLabelPosition, that.basePositiveItemLabelPosition)
9061	ObjectUtilities.equal(this.negativeItemLabelPositionList, that.negativeItemLabelPositionList)
9062	ObjectUtilities.equal(this.baseNegativeItemLabelPosition, that.baseNegativeItemLabelPosition)
9063	this.itemLabelAnchorOffset != that.itemLabelAnchorOffset
9064	ObjectUtilities.equal(this.createEntitiesList, that.createEntitiesList)
9065	this.baseCreateEntities != that.baseCreateEntities
9066	ObjectUtilities.equal(this.legendShapeList, that.legendShapeList)
9067	ShapeUtilities.equal(this.baseLegendShape, that.baseLegendShape)
9068	ObjectUtilities.equal(this.legendTextFont, that.legendTextFont)
9069	ObjectUtilities.equal(this.baseLegendTextFont, that.baseLegendTextFont)
9070	ObjectUtilities.equal(this.legendTextPaint, that.legendTextPaint)
9071	PaintUtilities.equal(this.baseLegendTextPaint, that.baseLegendTextPaint)
9072	this.seriesVisibleList != null
9073	this.seriesVisibleInLegendList != null
9074	this.paintList != null
9075	this.fillPaintList != null
9076	this.outlinePaintList != null
9077	this.strokeList != null
9078	this.outlineStrokeList != null
9079	this.shapeList != null
9080	this.baseShape != null
9081	this.itemLabelsVisibleList != null
9082	this.itemLabelFontList != null
9083	this.itemLabelPaintList != null
9084	this.positiveItemLabelPositionList != null
9085	this.negativeItemLabelPositionList != null
9086	this.createEntitiesList != null
9087	this.legendShapeList != null
9088	this.legendTextFont != null
9089	this.legendTextPaint != null
1469	getSeriesKey(s).equals(seriesKey)
5757	info == null
5758	entities == null
5759	obj == this
5760	obj instanceof AbstractXYAnnotation
5761	ObjectUtilities.equal(this.toolTipText, that.toolTipText)
5762	ObjectUtilities.equal(this.url, that.url)
5763	this.toolTipText != null
5764	this.url != null
414	x != null
415	y != null
2319	formatString == null
2320	xFormat == null
2321	yFormat == null
2322	this.xDateFormat != null
2323	dataset.getY(series, item) == null
2323	Double.isNaN(y)
2324	this.yDateFormat != null
2325	obj == this
2326	obj instanceof AbstractXYItemLabelGenerator
2327	this.formatString.equals(that.formatString)
2328	ObjectUtilities.equal(this.xFormat, that.xFormat)
2329	ObjectUtilities.equal(this.xDateFormat, that.xDateFormat)
2330	ObjectUtilities.equal(this.yFormat, that.yFormat)
2331	ObjectUtilities.equal(this.yDateFormat, that.yDateFormat)
2332	this.nullYString.equals(that.nullYString)
2333	this.xFormat != null
2334	this.yFormat != null
2335	this.xDateFormat != null
2336	this.yDateFormat != null
7825	generator == null
7826	notify
7827	notify
7828	generator == null
7829	notify
7830	notify
7831	generator == null
7832	notify
7833	notify
7834	annotation == null
7835	layer.equals(Layer.FOREGROUND)
7836	layer.equals(Layer.BACKGROUND)
7837	generator == null
7838	dataset == null
7839	getDataBoundsIncludesVisibleSeriesOnly()
7840	isSeriesVisible(s)
7841	dataset == null
7842	getDataBoundsIncludesVisibleSeriesOnly()
7843	isSeriesVisible(s)
7844	p != null
7845	index >= 0
7846	xAxis != null
7847	xRange == null
7848	this.plot == null
7849	dataset != null
7850	isSeriesVisibleInLegend(i)
7851	item != null
7852	xyplot == null
7853	dataset == null
7854	getLegendItemToolTipGenerator() != null
7855	getLegendItemURLGenerator() != null
7856	labelPaint != null
7857	getTreatLegendShapeAsLine()
7858	plot.getOrientation() == PlotOrientation.VERTICAL
7859	paint != null
7860	plot.getOrientation() == PlotOrientation.VERTICAL
7861	paint != null
7862	range.contains(value)
7863	orientation == PlotOrientation.HORIZONTAL
7864	orientation == PlotOrientation.VERTICAL
7865	range.contains(value)
7866	orientation == PlotOrientation.HORIZONTAL
7867	orientation == PlotOrientation.VERTICAL
7868	range.contains(value)
7869	orientation == PlotOrientation.HORIZONTAL
7870	orientation == PlotOrientation.VERTICAL
7871	marker instanceof ValueMarker
7872	range.contains(value)
7873	orientation == PlotOrientation.HORIZONTAL
7874	orientation == PlotOrientation.VERTICAL
7875	label != null
7876	marker instanceof IntervalMarker
7877	range.intersects(start, end)
7878	orientation == PlotOrientation.HORIZONTAL
7879	orientation == PlotOrientation.VERTICAL
7880	p instanceof GradientPaint
7881	t != null
7882	im.getOutlineStroke() != null
7882	im.getOutlinePaint() != null
7883	orientation == PlotOrientation.VERTICAL
7884	range.contains(start)
7885	range.contains(end)
7886	range.contains(start)
7887	range.contains(end)
7888	label != null
7889	orientation == PlotOrientation.HORIZONTAL
7890	orientation == PlotOrientation.VERTICAL
7891	marker instanceof ValueMarker
7892	range.contains(value)
7893	orientation == PlotOrientation.HORIZONTAL
7894	orientation == PlotOrientation.VERTICAL
7895	label != null
7896	marker instanceof IntervalMarker
7897	range.intersects(start, end)
7898	orientation == PlotOrientation.HORIZONTAL
7899	orientation == PlotOrientation.VERTICAL
7900	p instanceof GradientPaint
7901	t != null
7902	im.getOutlineStroke() != null
7902	im.getOutlinePaint() != null
7903	orientation == PlotOrientation.VERTICAL
7904	range.contains(start)
7905	range.contains(end)
7906	range.contains(start)
7907	range.contains(end)
7908	label != null
7909	orientation == PlotOrientation.HORIZONTAL
7910	orientation == PlotOrientation.VERTICAL
7911	this.baseItemLabelGenerator instanceof PublicCloneable
7911	this.baseItemLabelGenerator != null
7912	this.baseToolTipGenerator instanceof PublicCloneable
7912	this.baseToolTipGenerator != null
7913	clone.legendItemLabelGenerator instanceof PublicCloneable
7914	clone.legendItemToolTipGenerator instanceof PublicCloneable
7915	clone.legendItemURLGenerator instanceof PublicCloneable
7916	clone.legendItemLabelGenerator instanceof PublicCloneable
7917	clone.legendItemToolTipGenerator instanceof PublicCloneable
7918	clone.legendItemURLGenerator instanceof PublicCloneable
7919	obj == this
7920	obj instanceof AbstractXYItemRenderer
7921	this.itemLabelGeneratorList.equals(that.itemLabelGeneratorList)
7922	ObjectUtilities.equal(this.baseItemLabelGenerator, that.baseItemLabelGenerator)
7923	this.toolTipGeneratorList.equals(that.toolTipGeneratorList)
7924	ObjectUtilities.equal(this.baseToolTipGenerator, that.baseToolTipGenerator)
7925	this.urlGeneratorList.equals(that.urlGeneratorList)
7926	ObjectUtilities.equal(this.baseURLGenerator, that.baseURLGenerator)
7927	this.foregroundAnnotations.equals(that.foregroundAnnotations)
7928	this.backgroundAnnotations.equals(that.backgroundAnnotations)
7929	ObjectUtilities.equal(this.legendItemLabelGenerator, that.legendItemLabelGenerator)
7930	ObjectUtilities.equal(this.legendItemToolTipGenerator, that.legendItemToolTipGenerator)
7931	ObjectUtilities.equal(this.legendItemURLGenerator, that.legendItemURLGenerator)
7932	p != null
7933	orientation == null
7934	crosshairState != null
7935	this.plot.isDomainCrosshairLockedOnData()
7936	this.plot.isRangeCrosshairLockedOnData()
7937	this.plot.isRangeCrosshairLockedOnData()
7938	generator != null
7939	negative
7940	layer.equals(Layer.FOREGROUND)
7941	layer.equals(Layer.BACKGROUND)
7942	getItemCreateEntity(series, item, selected)
7943	hotspot == null
7944	getPlot().getOrientation() == PlotOrientation.VERTICAL
7945	generator != null
7946	urlster != null
439	z != null
1814	(align & FIT_VERTICAL) == FIT_VERTICAL
1815	(align & FIT_HORIZONTAL) == FIT_HORIZONTAL
1816	(align & TOP) == TOP
1817	(align & BOTTOM) == BOTTOM
1818	(align & LEFT) == LEFT
1819	(align & RIGHT) == RIGHT
2015	event.getWindow() == this
3958	paint == null
3959	paint == null
3960	stroke == null
3961	radius < 0.0
3962	radius < 0.0
3963	obj == this
3964	obj instanceof ArcDialFrame
3965	PaintUtilities.equal(this.backgroundPaint, that.backgroundPaint)
3966	PaintUtilities.equal(this.foregroundPaint, that.foregroundPaint)
3967	this.startAngle != that.startAngle
3968	this.extent != that.extent
3969	this.innerRadius != that.innerRadius
3970	this.outerRadius != that.outerRadius
3971	this.stroke.equals(that.stroke)
8863	type == null
8864	cp == null
8865	isSeriesVisibleInLegend(series)
8865	isSeriesVisible(series)
8866	getLegendItemToolTipGenerator() != null
8867	getLegendItemURLGenerator() != null
8868	labelPaint != null
8869	getItemVisible(row, column)
8870	value == null
8871	this.endType == AreaRendererEndType.TRUNCATE
8872	column == 0
8873	column == getColumnCount() - 1
8874	this.endType == AreaRendererEndType.LEVEL
8875	column > 0
8876	n0 != null
8877	column < dataset.getColumnCount() - 1
8878	n2 != null
8879	this.endType == AreaRendererEndType.LEVEL
8880	orientation == PlotOrientation.VERTICAL
8881	orientation == PlotOrientation.HORIZONTAL
8882	isItemLabelVisible(row, column, selected)
8883	entities != null
8884	obj == this
8885	obj instanceof AreaRenderer
8886	this.endType.equals(that.endType)
8903	this == obj
8904	obj instanceof AreaRendererEndType
8905	this.name.equals(t.toString())
8906	this.equals(AreaRendererEndType.LEVEL)
8907	this.equals(AreaRendererEndType.TAPER)
8908	this.equals(AreaRendererEndType.TRUNCATE)
2121	array == null
2122	array1 == null
2123	array2 == null
2124	array1.length != array2.length
2125	array1[i] == null
2126	array2[i] != null
2127	array2[i] == null
2128	array1[i] != null
2129	array1[i] != array2[i]
2130	array1 == null
2131	array2 == null
2132	array1.length != array2.length
2133	Arrays.equals(array1[i], array2[i])
2134	o1 != null
2134	o2 != null
2135	o1.equals(o2)
2136	o2 == null
2136	o1 == null
2137	o1 == null
2138	o2 == null
2139	retval != 0
5310	this.isArrowAtTop
5311	angle != 0
5311	rotate != null
5312	rotate != null
5312	angle != 0
5313	obj == this
5314	obj instanceof ArrowNeedle
5315	super.equals(obj)
5316	this.isArrowAtTop != that.isArrowAtTop
1982	s1 == null
1983	s2 == null
1984	limit1 != limit2
1985	m1.equals(m2)
1986	c1 != c2
4988	flag != this.visible
4989	existing != null
4990	existing.equals(label)
4991	label != null
4992	font == null
4993	this.labelFont.equals(font)
4994	paint == null
4995	insets == null
4996	insets.equals(this.labelInsets)
4997	notify
4998	paint == null
4999	stroke == null
5000	flag != this.tickLabelsVisible
5001	flag != this.minorTickMarksVisible
5002	font == null
5003	this.tickLabelFont.equals(font)
5004	paint == null
5005	insets == null
5006	this.tickLabelInsets.equals(insets)
5007	flag != this.tickMarksVisible
5008	stroke == null
5009	this.tickMarkStroke.equals(stroke)
5010	paint == null
5011	plotState.getOwner() == null
5011	plotState == null
5012	edge.equals(RectangleEdge.TOP)
5013	edge.equals(RectangleEdge.BOTTOM)
5014	edge.equals(RectangleEdge.LEFT)
5015	edge.equals(RectangleEdge.RIGHT)
5016	e != null
5017	listeners[i] == AxisChangeListener.class
5018	axisLabel.equals("")
5018	axisLabel != null
5019	edge == RectangleEdge.LEFT
5019	edge == RectangleEdge.RIGHT
5020	state == null
5021	label == null
5021	label.equals("")
5022	edge == RectangleEdge.TOP
5023	edge == RectangleEdge.BOTTOM
5024	edge == RectangleEdge.LEFT
5025	edge == RectangleEdge.RIGHT
5026	hotspot != null
5026	plotState != null
5027	owner != null
5028	entities != null
5029	edge == RectangleEdge.TOP
5030	edge == RectangleEdge.BOTTOM
5031	edge == RectangleEdge.LEFT
5032	edge == RectangleEdge.RIGHT
5033	obj == this
5034	obj instanceof Axis
5035	this.visible != that.visible
5036	ObjectUtilities.equal(this.label, that.label)
5037	ObjectUtilities.equal(this.labelFont, that.labelFont)
5038	PaintUtilities.equal(this.labelPaint, that.labelPaint)
5039	ObjectUtilities.equal(this.labelInsets, that.labelInsets)
5040	this.labelAngle != that.labelAngle
5041	ObjectUtilities.equal(this.labelToolTip, that.labelToolTip)
5042	ObjectUtilities.equal(this.labelURL, that.labelURL)
5043	this.axisLineVisible != that.axisLineVisible
5044	ObjectUtilities.equal(this.axisLineStroke, that.axisLineStroke)
5045	PaintUtilities.equal(this.axisLinePaint, that.axisLinePaint)
5046	this.tickLabelsVisible != that.tickLabelsVisible
5047	ObjectUtilities.equal(this.tickLabelFont, that.tickLabelFont)
5048	PaintUtilities.equal(this.tickLabelPaint, that.tickLabelPaint)
5049	ObjectUtilities.equal( this.tickLabelInsets, that.tickLabelInsets )
5050	this.tickMarksVisible != that.tickMarksVisible
5051	this.tickMarkInsideLength != that.tickMarkInsideLength
5052	this.tickMarkOutsideLength != that.tickMarkOutsideLength
5053	PaintUtilities.equal(this.tickMarkPaint, that.tickMarkPaint)
5054	ObjectUtilities.equal(this.tickMarkStroke, that.tickMarkStroke)
5055	this.minorTickMarksVisible != that.minorTickMarksVisible
5056	this.minorTickMarkInsideLength != that.minorTickMarkInsideLength
5057	this.minorTickMarkOutsideLength != that.minorTickMarkOutsideLength
5058	this.fixedDimension != that.fixedDimension
5226	axis == null
5227	edge == null
5228	edge == RectangleEdge.TOP
5229	edge == RectangleEdge.BOTTOM
5230	edge == RectangleEdge.LEFT
5231	edge == RectangleEdge.RIGHT
5484	axis == null
5485	obj == this
5486	obj instanceof AxisEntity
5487	getArea().equals(that.getArea())
5488	ObjectUtilities.equal(getToolTipText(), that.getToolTipText())
5489	ObjectUtilities.equal(getURLText(), that.getURLText())
5490	this.axis.equals(that.axis)
5519	axis == null
5199	this == obj
5200	obj instanceof AxisLocation
5201	this.name.equals(location.toString())
5202	location == null
5203	location == AxisLocation.TOP_OR_LEFT
5204	location == AxisLocation.TOP_OR_RIGHT
5205	location == AxisLocation.BOTTOM_OR_LEFT
5206	location == AxisLocation.BOTTOM_OR_RIGHT
5207	this.equals(AxisLocation.TOP_OR_RIGHT)
5208	this.equals(AxisLocation.BOTTOM_OR_RIGHT)
5209	this.equals(AxisLocation.TOP_OR_LEFT)
5210	this.equals(AxisLocation.BOTTOM_OR_LEFT)
4716	edge == null
4717	edge == RectangleEdge.TOP
4718	edge == RectangleEdge.BOTTOM
4719	edge == RectangleEdge.LEFT
4720	edge == RectangleEdge.RIGHT
4721	edge == RectangleEdge.TOP
4722	this.top < space
4723	edge == RectangleEdge.BOTTOM
4724	this.bottom < space
4725	edge == RectangleEdge.LEFT
4726	this.left < space
4727	edge == RectangleEdge.RIGHT
4728	this.right < space
4729	result == null
4730	result == null
4731	edge == RectangleEdge.TOP
4732	edge == RectangleEdge.BOTTOM
4733	edge == RectangleEdge.LEFT
4734	edge == RectangleEdge.RIGHT
4735	obj == this
4736	obj instanceof AxisSpace
4737	this.top != that.top
4738	this.bottom != that.bottom
4739	this.left != that.left
4740	this.right != that.right
4320	edge == RectangleEdge.TOP
4321	edge == RectangleEdge.BOTTOM
4322	edge == RectangleEdge.LEFT
4323	edge == RectangleEdge.RIGHT
8576	painter == null
8577	min < 0.0
8578	this.includeBaseInRange != include
8579	painter == null
8580	paint == null
8581	dataset != null
8582	orientation == PlotOrientation.HORIZONTAL
8583	orientation == PlotOrientation.VERTICAL
8584	columns > 1
8585	rows > 1
8586	(rows * columns) > 0
8587	orientation == PlotOrientation.HORIZONTAL
8588	seriesCount > 1
8589	barHigh < lclip
8590	barLow > uclip
8591	dataset == null
8592	result != null
8593	this.includeBaseInRange
8594	cp == null
8595	isSeriesVisible(series)
8595	isSeriesVisibleInLegend(series)
8596	getLegendItemToolTipGenerator() != null
8597	getLegendItemURLGenerator() != null
8598	labelPaint != null
8599	this.gradientPaintTransformer != null
8600	visibleRow < 0
8601	dataValue == null
8602	barL0L1 == null
8603	barLength > 0.0
8603	barLength < getMinimumBarLength()
8604	orientation == PlotOrientation.HORIZONTAL
8605	positive
8605	inverted
8605	inverted
8605	positive
8606	positive
8606	positive
8606	inverted
8606	inverted
8607	orientation == PlotOrientation.HORIZONTAL
8608	getShadowsVisible()
8609	isItemLabelVisible(row, column, selected)
8609	generator != null
8610	entities != null
8611	categories > 1
8612	label == null
8613	negative
8614	isInternalAnchor(position.getItemLabelAnchor())
8615	bounds != null
8616	bar.contains(bounds.getBounds2D())
8617	negative
8618	position != null
8619	position != null
8620	anchor == ItemLabelAnchor.CENTER
8621	anchor == ItemLabelAnchor.INSIDE1
8622	anchor == ItemLabelAnchor.INSIDE2
8623	anchor == ItemLabelAnchor.INSIDE3
8624	anchor == ItemLabelAnchor.INSIDE4
8625	anchor == ItemLabelAnchor.INSIDE5
8626	anchor == ItemLabelAnchor.INSIDE6
8627	anchor == ItemLabelAnchor.INSIDE7
8628	anchor == ItemLabelAnchor.INSIDE8
8629	anchor == ItemLabelAnchor.INSIDE9
8630	anchor == ItemLabelAnchor.INSIDE10
8631	anchor == ItemLabelAnchor.INSIDE11
8632	anchor == ItemLabelAnchor.INSIDE12
8633	anchor == ItemLabelAnchor.OUTSIDE1
8634	anchor == ItemLabelAnchor.OUTSIDE2
8635	anchor == ItemLabelAnchor.OUTSIDE3
8636	anchor == ItemLabelAnchor.OUTSIDE4
8637	anchor == ItemLabelAnchor.OUTSIDE5
8638	anchor == ItemLabelAnchor.OUTSIDE6
8639	anchor == ItemLabelAnchor.OUTSIDE7
8640	anchor == ItemLabelAnchor.OUTSIDE8
8641	anchor == ItemLabelAnchor.OUTSIDE9
8642	anchor == ItemLabelAnchor.OUTSIDE10
8643	anchor == ItemLabelAnchor.OUTSIDE11
8644	anchor == ItemLabelAnchor.OUTSIDE12
8645	obj == this
8646	obj instanceof BarRenderer
8647	this.base != that.base
8648	this.itemMargin != that.itemMargin
8649	this.drawBarOutline != that.drawBarOutline
8650	this.maximumBarWidth != that.maximumBarWidth
8651	this.minimumBarLength != that.minimumBarLength
8652	ObjectUtilities.equal(this.gradientPaintTransformer, that.gradientPaintTransformer)
