Address.java,Address,dns,Dns,0,NullPointerException,$ == null=0.740605175495,$ != null=0.0124438544735,$.hasNext()=0.00202163960785,$.indexOf(codePoint) != -1=0.00165900099091,i < $.size()=0.0015552949626,$.isEmpty()=0.00151896371972,$ == 0x7f=0.00121035147458,$.sink.$.finished=0.0012094208505,$ >= 0x80=0.0011202149326,$.currentEditor != null=0.00100503850263,
AndroidPlatform.java,configureTlsExtensions,THIS,AndroidPlatform,0,DEF,$.tls=0.0129764955491,$.journalRebuildRequired()=0.0117036895826,i < $.valueCount=0.00920396670699,$.chars[$.pos] == ','=0.00771186733618,$.chars[$.pos] == ';'=0.00761151034385,other == $=0.00732938200235,$.initialized=0.00649449555203,$.fileSystem.exists($.journalFile)=0.00598968518898,$.pos >= $.length=0.00532209966332,$.logger.isLoggable(FINE)=0.00527254538611,
AndroidPlatform.java,configureTlsExtensions,THIS,AndroidPlatform,0,DEF,$.tls=0.0129764955491,$.journalRebuildRequired()=0.0117036895826,i < $.valueCount=0.00920396670699,$.chars[$.pos] == ','=0.00771186733618,$.chars[$.pos] == ';'=0.00761151034385,other == $=0.00732938200235,$.initialized=0.00649449555203,$.fileSystem.exists($.journalFile)=0.00598968518898,$.pos >= $.length=0.00532209966332,$.logger.isLoggable(FINE)=0.00527254538611,
AndroidPlatform.java,configureTlsExtensions,sslSocket,SSLSocket,0,DEF,$ != null=0.155747666955,$ == null=0.0650191903114,$.isEmpty()=0.0103835389018,HttpHeaders.hasBody($)=0.00472075818107,$.indexOf('\0') != -1=0.0042604804039,isEndToEnd($)=0.00408709282055,$ == this=0.00391387846321,$ <= 0=0.00381667143665,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.00380009878427,$ < pinsSize=0.00365870911628,
AndroidPlatform.java,getSelectedProtocol,THIS,AndroidPlatform,0,RET,$.tls=0.0219830106944,$.initialized=0.012639131397,$.pos == $.length=0.0108923129737,i < $.valueCount=0.00718725286424,other == $=0.00682066055015,$.fileSystem.exists($.journalFile)=0.00651216926053,$ == null=0.00616601807997,$.closed=0.00615711137652,$.pos >= $.length=0.00592984957621,$.hasErrors=0.00592167535797,
AndroidPlatform.java,getSelectedProtocol,THIS,AndroidPlatform,0,RET,$.tls=0.0219830106944,$.initialized=0.012639131397,$.pos == $.length=0.0108923129737,i < $.valueCount=0.00718725286424,other == $=0.00682066055015,$.fileSystem.exists($.journalFile)=0.00651216926053,$ == null=0.00616601807997,$.closed=0.00615711137652,$.pos >= $.length=0.00592984957621,$.hasErrors=0.00592167535797,
AndroidPlatform.java,getSelectedProtocol,socket,SSLSocket,0,RET,$ == null=0.233048796654,$ != null=0.0253233835101,$.isEmpty()=0.0145431505516,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.00681362161413,HttpHeaders.hasBody($)=0.00435677682981,$.indexOf('\0') != -1=0.003544901032,$.length() == 0=0.00352050899528,$.equals("GET")=0.00344673008658,pos < $.length()=0.00328618846834,$ == this=0.00315646221861,
AndroidPlatform.java,log,t,Throwable,0,DEF,$ != null=0.229968577623,i < $.length=0.00870904698968,$.indexOf('\0') != -1=0.00513256108388,HttpHeaders.hasBody($)=0.00451298849657,$=0.00379160209559,$ instanceof RuntimeException=0.00307934661396,pos < $=0.00285790022463,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.00271522509865,$ == null=0.00271292147227,close.equalsIgnoreCase($.header("Connection"))=0.00248186453246,
AndroidPlatform.java,log,i,int,0,NIL-FOR,$ < size=0.250349313021,$ < limit=0.0363582111895,$ < length=0.0275625064969,i < $=0.0235947873443,$ < valueCount=0.0134710483253,$ > 0=0.00757417408749,i < $.length=0.0075136711821,$.hasNext()=0.00562602374703,$ != null=0.00495926383883,$ != -1=0.00430450635031,
AndroidPlatform.java,log,length,int,0,NIL-FOR,i < $=0.739744782448,$ < limit=0.00729933660477,$ < size=0.00610051723197,$ < valueCount=0.00495071150362,$ < length=0.00319918850437,i < $.length=0.0027613309212,$ > 0=0.00218931981362,$ != null=0.00147397862747,$.hasNext()=0.00137018179521,$ < 1=0.00127853185404,
AndroidPlatform.java,log,newline,int,0,NIL-DOWHILE,i < $=0.497635513544,$ > 0=0.00451721809804,$ < valueCount=0.00439756689593,$ != null=0.00304125645198,$.indexOf('\0') != -1=0.00290297414176,$ < limit=0.00280858273618,$ < 1=0.00263799168169,$.hasNext()=0.00259971129708,$ <= 0=0.00228290003724,$ != -1=0.00208532810211,
AndroidPlatform.java,log,i,int,0,NIL-DOWHILE,$ < size=0.0333260670304,i < $=0.0273910742253,$ > 0=0.0108501994982,$ < limit=0.00930002052337,$ < length=0.00884892139584,$ < valueCount=0.00830781366676,$.hasNext()=0.00792624428868,$ != null=0.00710427388549,$ != -1=0.00616631563753,$ < 1=0.00464523024857,
AndroidPlatform.java,logCloseableLeak,reported,boolean,0,DEF,$=0.812017202377,$ != null=0.00228741555475,i < $.length=0.00209347903728,$.indexOf('\0') != -1=0.00123376457486,HttpHeaders.hasBody($)=0.000854247657117,p < $=0.00082091067452,$ instanceof RuntimeException=0.000740212853998,$.isEmpty()=0.000705256941728,pos < $=0.000686981598847,$ == null=0.000609559065197,
BasicCertificateChainCleaner.java,clean,c,int,0,NIL-FOR,i < $=0.0377593934536,$ > 0=0.0213297493756,$ < valueCount=0.0155836027116,$ < size=0.0148496842012,$ < limit=0.0134084094316,$ >= 'A'=0.0118847731501,$ <= 'F'=0.0100303050131,$ >= 'a'=0.00854277517647,$ >= '0'=0.00801838934422,i < $.length=0.0079561797902,
BasicCertificateChainCleaner.java,clean,trustedCert,X509Certificate,0,RET,$ != null=0.0609894506633,$ == null=0.00916177593172,i < $.length=0.008141618222,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.0076892641373,$ == this=0.00623457925394,$ <= 0=0.00568797579035,p < $=0.00509049929678,HttpHeaders.hasBody($)=0.00491668144241,percentEncoded(input, i, $)=0.00467335106805,$ == 0x7f=0.00451089581475,
BasicCertificateChainCleaner.java,clean,toVerify,X509Certificate,0,DEF,$ != null=0.141688838601,i < $.length=0.00854361429811,$ == null=0.00534644024447,$ <= 0=0.00522543350235,HttpHeaders.hasBody($)=0.00501058762893,$.indexOf('\0') != -1=0.00452205166221,isEndToEnd($)=0.00449802167714,p < $=0.00442786049098,percentEncoded(input, i, $)=0.00428826222196,percentEncoded(input, $, limit)=0.0042571099475,
BasicCertificateChainCleaner.java,clean,trustedCert,X509Certificate,0,DEF,$ != null=0.15030041337,i < $.length=0.00845789350569,$ == null=0.00529279839247,$ <= 0=0.00517300562933,HttpHeaders.hasBody($)=0.00496031576768,$.indexOf('\0') != -1=0.004476680886,isEndToEnd($)=0.00445289211348,p < $=0.00438343500718,percentEncoded(input, i, $)=0.00424523744732,percentEncoded(input, $, limit)=0.00421439763159,
BasicCertificateChainCleaner.java,clean,result,List<Certificate>,0,DEF,$ != null=0.144450590014,$ == null=0.103124268353,$.isEmpty()=0.0157317202538,HttpHeaders.hasBody($)=0.0073639890179,$ == this=0.00580012612045,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.00481987791136,$.hasNext()=0.00390043528751,isEndToEnd($)=0.00374651723541,$ <= 0=0.00350909004919,close.equalsIgnoreCase($.header("Connection"))=0.00342953740619,
BasicCertificateChainCleaner.java,clean,THIS,BasicCertificateChainCleaner,0,RET,$.tls=0.0198889039457,$.initialized=0.0110689187422,other == $=0.0101444749162,i < $.valueCount=0.00948628038168,$.sink.$.finished=0.00697305845097,$.pos >= $.length=0.00686735566705,$.journalRebuildRequired()=0.00674159172922,$.chars[$.pos] == ';'=0.006646130234,$.errorCode != null=0.00664320588112,$.hasErrors=0.00639578932896,
BasicCertificateChainCleaner.java,clean,trustedCert,X509Certificate,0,RET,$ != null=0.0609894506633,$ == null=0.00916177593172,i < $.length=0.008141618222,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.0076892641373,$ == this=0.00623457925394,$ <= 0=0.00568797579035,p < $=0.00509049929678,HttpHeaders.hasBody($)=0.00491668144241,percentEncoded(input, i, $)=0.00467335106805,$ == 0x7f=0.00451089581475,
BasicCertificateChainCleaner.java,clean,i,Iterator<Certificate>,0,NIL-FOR,$.hasNext()=0.0837392583489,$ != null=0.0529972724617,$ < size=0.0523844063282,$ == null=0.0455141998827,i < $.length=0.0175698231906,$ < limit=0.00970843620598,$.isEmpty()=0.00969495810568,$ < length=0.00656955502927,i < $.size()=0.00507831247523,$ < pinsSize=0.00340557098389,
BasicCertificateChainCleaner.java,clean,THIS,BasicCertificateChainCleaner,0,DEF,$.tls=0.0128702446818,$.journalRebuildRequired()=0.0116078611463,i < $.valueCount=0.00912860501558,$.chars[$.pos] == ','=0.00764872319996,$.chars[$.pos] == ';'=0.00754918763414,other == $=0.00726936897263,$.initialized=0.00644131936133,$.fileSystem.exists($.journalFile)=0.0059406417422,$.sink.$.finished=0.00578257534653,$.pos >= $.length=0.00527852261439,
BasicCertificateChainCleaner.java,clean,signingCert,X509Certificate,0,DEF,$ != null=0.152369126678,i < $.length=0.00845266506076,$ <= 0=0.00516980793327,HttpHeaders.hasBody($)=0.0049572493881,$.indexOf('\0') != -1=0.00447391299531,isEndToEnd($)=0.00445013912395,p < $=0.00438072485849,percentEncoded(input, i, $)=0.00424261298031,percentEncoded(input, $, limit)=0.00421179225668,$ == this=0.0041099479422,
BasicCertificateChainCleaner.java,clean,toVerify,X509Certificate,0,DEF,$ != null=0.141688838601,i < $.length=0.00854361429811,$ == null=0.00534644024447,$ <= 0=0.00522543350235,HttpHeaders.hasBody($)=0.00501058762893,$.indexOf('\0') != -1=0.00452205166221,isEndToEnd($)=0.00449802167714,p < $=0.00442786049098,percentEncoded(input, i, $)=0.00428826222196,percentEncoded(input, $, limit)=0.0042571099475,
BasicCertificateChainCleaner.java,clean,foundTrustedCertificate,boolean,0,RET,$=0.710195839405,i < $.length=0.00335514335893,$ != null=0.00204170378856,$ == null=0.00188622821588,$ > 0=0.00156718445942,$ == 0x7f=0.00149305735249,$ >= 0x80=0.00142757955473,isEndToEnd($)=0.00135145371314,percentEncoded(input, i, $)=0.0012960289605,$ <= 0=0.00121433159802,
BasicCertificateChainCleaner.java,verifySignature,toVerify,X509Certificate,0,RET,$ != null=0.0668857991695,pos < $.length()=0.00917403586209,$.isEmpty()=0.00721240462735,$.length() == 0=0.00718852132559,$.startsWith(".")=0.00713621173054,$ == null=0.0059822765179,$ < input.length()=0.00572189269587,$ < 1=0.0053839487955,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.0050834659487,$.endsWith(".")=0.00499149085954,
BasicCertificateChainCleaner.java,verifySignature,signingCert,X509Certificate,0,RET,$ != null=0.0777598321438,pos < $.length()=0.00878638122231,$.isEmpty()=0.00712956534699,$.length() == 0=0.00710595631972,$.startsWith(".")=0.00705424696207,$ == null=0.00681181065738,$ < input.length()=0.00565617252141,$ < 1=0.00532211037353,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.00502507854253,$.endsWith(".")=0.00493416050449,
BasicCertificateChainCleaner.java,equals,THIS,BasicCertificateChainCleaner,0,RET,$.tls=0.0206896495074,$.initialized=0.0115145631135,other == $=0.010552899912,i < $.valueCount=0.00810805615038,$.pos >= $.length=0.00714384159073,$.chars[$.pos] == ';'=0.00691370945424,$.journalRebuildRequired()=0.0067260847427,$.hasErrors=0.00665328884497,$.closed=0.00624686293304,$.fileSystem.exists($.journalFile)=0.00612902827561,
BasicCertificateChainCleaner.java,equals,other,Object,0,RET,$ == null=0.0766887292266,$ != null=0.0300972238183,$.isEmpty()=0.0247514713556,$ == this=0.0100608523935,$.hasNext()=0.0072916042991,HttpHeaders.hasBody($)=0.00612180214375,$.equals("GET")=0.00387762882747,$.noNewStreams=0.0038010252174,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.00354050984606,pin.hash.equals($)=0.00346157699823,
BridgeInterceptor.java,intercept,body,RequestBody,0,DEF,$ != null=0.511486709118,$ == null=0.0375753343105,$.isEmpty()=0.00300134159625,$ >= 'A'=0.00138966704253,$.forWebSocket=0.00133588816971,HttpHeaders.hasBody($)=0.00123035511933,$.hasNext()=0.00106894597411,$.tls=0.000970729277469,$ <= 'F'=0.000918102625292,$ > length=0.000896738143638,
BridgeInterceptor.java,intercept,contentType,MediaType,0,DEF,$ != null=0.537203073502,$ == null=0.0804996564984,$ != -1=0.00624094251543,$.isEmpty()=0.00330748525448,$.hasNext()=0.00152953842189,$.isMultiplexed()=0.00125931890216,HttpHeaders.hasBody($)=0.0010548416758,$.forWebSocket=0.00102399813477,runningCallsForHost($) < maxRequestsPerHost=0.000764140102547,$.indexOf('\0') != -1=0.000760048977099,
BridgeInterceptor.java,intercept,contentLength,long,1,DEF,$ != -1=0.322297215462,$ > 0=0.00937157589942,$ < 0=0.00936857517809,$ != null=0.00788228027523,$ == 0=0.00623918604106,i < $=0.00511677796021,$ < valueCount=0.0050678672269,$ == null=0.00418959232047,$ == -1=0.00368360080756,$ != 0=0.00335999485105,
BridgeInterceptor.java,intercept,userRequest,Request,0,DEF,$ != null=0.0701746419072,$ == null=0.0608496777713,$.isEmpty()=0.0147299868986,HttpHeaders.hasBody($)=0.0102310553193,$.indexOf('\0') != -1=0.00522910337895,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.00437402911484,$.hasNext()=0.00353389373049,$ instanceof RuntimeException=0.00345761352219,close.equalsIgnoreCase($.header("Connection"))=0.00330848922022,pos < $=0.00320896459743,
BridgeInterceptor.java,intercept,userRequest,Request,0,DEF,$ != null=0.0701746419072,$ == null=0.0608496777713,$.isEmpty()=0.0147299868986,HttpHeaders.hasBody($)=0.0102310553193,$.indexOf('\0') != -1=0.00522910337895,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.00437402911484,$.hasNext()=0.00353389373049,$ instanceof RuntimeException=0.00345761352219,close.equalsIgnoreCase($.header("Connection"))=0.00330848922022,pos < $=0.00320896459743,
BridgeInterceptor.java,intercept,userRequest,Request,0,DEF,$ != null=0.0701746419072,$ == null=0.0608496777713,$.isEmpty()=0.0147299868986,HttpHeaders.hasBody($)=0.0102310553193,$.indexOf('\0') != -1=0.00522910337895,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.00437402911484,$.hasNext()=0.00353389373049,$ instanceof RuntimeException=0.00345761352219,close.equalsIgnoreCase($.header("Connection"))=0.00330848922022,pos < $=0.00320896459743,
BridgeInterceptor.java,intercept,userRequest,Request,0,DEF,$ != null=0.0701746419072,$ == null=0.0608496777713,$.isEmpty()=0.0147299868986,HttpHeaders.hasBody($)=0.0102310553193,$.indexOf('\0') != -1=0.00522910337895,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.00437402911484,$.hasNext()=0.00353389373049,$ instanceof RuntimeException=0.00345761352219,close.equalsIgnoreCase($.header("Connection"))=0.00330848922022,pos < $=0.00320896459743,
BridgeInterceptor.java,intercept,cookies,List<Cookie>,0,DEF,$ != null=0.191944301128,$ == null=0.152890130877,$.isEmpty()=0.050011601299,$ != -1=0.00992443971336,$.hasNext()=0.00243229488842,$.isMultiplexed()=0.00200258754194,i < $.size()=0.00168816372752,HttpHeaders.hasBody($)=0.00167742487974,$.forWebSocket=0.0016283771256,$.tls=0.00124416081235,
BridgeInterceptor.java,intercept,userRequest,Request,0,DEF,$ != null=0.0701746419072,$ == null=0.0608496777713,$.isEmpty()=0.0147299868986,HttpHeaders.hasBody($)=0.0102310553193,$.indexOf('\0') != -1=0.00522910337895,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.00437402911484,$.hasNext()=0.00353389373049,$ instanceof RuntimeException=0.00345761352219,close.equalsIgnoreCase($.header("Connection"))=0.00330848922022,pos < $=0.00320896459743,
BridgeInterceptor.java,intercept,transparentGzip,boolean,0,DEF,$=0.77796202898,i < $.length=0.00246771168895,$ != null=0.00191859318875,HttpHeaders.hasBody($)=0.00146321509965,$.indexOf('\0') != -1=0.00145431375131,p < $=0.000967657600995,$ == null=0.000918623933103,$ instanceof RuntimeException=0.000872534175869,pos < $=0.000809787190519,$ != 0=0.000792296137661,
BridgeInterceptor.java,intercept,networkResponse,Response,0,DEF,$ != null=0.0949315801263,$ == null=0.0675494298339,$.isEmpty()=0.0152233522385,HttpHeaders.hasBody($)=0.00921640172601,$.hasNext()=0.00532592181116,$.indexOf('\0') != -1=0.00514059932902,pos < $=0.00315465219319,$.isSet(i)=0.00265402509831,pos < $.length()=0.00245976611041,$.length() == 0=0.00230547809042,
BridgeInterceptor.java,intercept,networkResponse,Response,0,DEF,$ != null=0.0949315801263,$ == null=0.0675494298339,$.isEmpty()=0.0152233522385,HttpHeaders.hasBody($)=0.00921640172601,$.hasNext()=0.00532592181116,$.indexOf('\0') != -1=0.00514059932902,pos < $=0.00315465219319,$.isSet(i)=0.00265402509831,pos < $.length()=0.00245976611041,$.length() == 0=0.00230547809042,
BridgeInterceptor.java,cookieHeader,i,int,0,NIL-FOR,$ < size=0.396036177874,$ > 0=0.0307298209518,$ < limit=0.0282412655652,$ < length=0.0152134206146,i < $=0.0141768502071,$ < valueCount=0.0107310637832,i < $.length=0.0054064267315,$.hasNext()=0.00400399323553,$ <= 0=0.00357125303708,$ >= 'A'=0.00275646382943,
BridgeInterceptor.java,cookieHeader,size,int,0,NIL-FOR,i < $=0.778954446316,$ < size=0.00906538497657,$ < limit=0.00488951941952,$ > 0=0.00446598045528,$ < valueCount=0.00412954390049,p < $=0.00247375015169,$ == 0=0.00240907352418,$ <= 0=0.00226659676991,$ < length=0.00196312949993,i < $.length=0.001917092246,
BridgeInterceptor.java,cookieHeader,i,int,0,DEF,$ > 0=0.157073050737,$ < size=0.0428481139243,$ < 0=0.00829085428268,$ < limit=0.00781443621963,$ != -1=0.00668546650559,$ < valueCount=0.00652142707258,$ < length=0.00626475969329,$.hasNext()=0.00586997298524,$ != 0=0.00581803312525,$ == 0=0.00556125026196,
Cache.java,get,snapshot,Snapshot,0,RET,$ == null=0.409088760614,$ != null=0.017501803115,$.isEmpty()=0.00990213174373,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.00516409706324,HttpHeaders.hasBody($)=0.00330203538761,$.equals("GET")=0.00291370647028,$.indexOf('\0') != -1=0.00268670730293,$.length() == 0=0.00266822054982,$ == this=0.00265697552823,close.equalsIgnoreCase($.header("Connection"))=0.0023517285008,
Cache.java,get,entry,Entry,0,RET,$ == null=0.341666162014,$ != null=0.0628581494093,$.isEmpty()=0.00595613848418,$.hasNext()=0.00536304805428,$.currentEditor != null=0.00321028404869,i < $.size()=0.00309809762985,$.hasErrors=0.00300679099746,$.tls=0.00299783330411,$.readable=0.00293042929843,$ instanceof InterruptedIOException=0.00291886553168,
Cache.java,get,response,Response,0,RET,$ == null=0.117257915437,$.isEmpty()=0.025590993464,$ != null=0.0201385468245,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.0108770038933,HttpHeaders.hasBody($)=0.0106930816546,$.equals("GET")=0.00427762512118,close.equalsIgnoreCase($.header("Connection"))=0.00409900210798,$ == this=0.00390071771108,$.indexOf('\0') != -1=0.00357892620377,$.length() == 0=0.00341762136668,
Cache.java,get,request,Request,0,RET,$ == null=0.120029836893,$.isEmpty()=0.0255451127887,$ != null=0.0191430766135,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.00884430296719,HttpHeaders.hasBody($)=0.00672355107963,$.equals("GET")=0.00426995614544,close.equalsIgnoreCase($.header("Connection"))=0.00409165304154,$ == this=0.00389372417703,$.indexOf('\0') != -1=0.00357250985689,$.length() == 0=0.00341149419546,
Cache.java,put,response,Response,0,RET,$ == null=0.0578835681081,$.isEmpty()=0.0443118289113,$ != null=0.0238926392049,HttpHeaders.hasBody($)=0.00945714581758,$.length() == 0=0.00752095784992,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.00718993414193,pos < $.length()=0.00644609099254,$.code == HTTP_CONTINUE=0.00524653820321,$.startsWith(".")=0.00501031149179,$ > 59=0.00461234571412,
Cache.java,put,requestMethod,String,0,RET,$ == null=0.0413719564676,$.isEmpty()=0.0409255363047,$ != null=0.0343877710402,$.length() == 0=0.0234962031245,pos < $.length()=0.0107056135312,$.startsWith(".")=0.00760714476928,$.code == HTTP_CONTINUE=0.00466252816841,$ > 59=0.00455068703741,$ < 0=0.00444222148508,$.indexOf('\0') != -1=0.00421839905903,
Cache.java,put,response,Response,0,RET,$ == null=0.0578835681081,$.isEmpty()=0.0443118289113,$ != null=0.0238926392049,HttpHeaders.hasBody($)=0.00945714581758,$.length() == 0=0.00752095784992,chunked.equalsIgnoreCase($.header("Transfer-Encoding"))=0.00718993414193,pos < $.length()=0.00644609099254,$.code == HTTP_CONTINUE=0.00524653820321,$.startsWith(".")=0.00501031149179,$ > 59=0.00461234571412,
Cache.java,put,editor,Editor,0,RET,$ == null=0.374376922846,$ != null=0.0501524470747,$.isEmpty()=0.00844592507929,$.hasNext()=0.00502735516056,$.tls=0.00324326497503,$.hasErrors=0.00317879253998,i < $.size()=0.00282785925083,$.state != STATE_OPEN_REQUEST_BODY=0.00277673476376,$ instanceof InterruptedIOException=0.00236045173369,$.shutdown=0.00230825482868,
Cache.java,update,editor,Editor,0,DEF,$ != null=0.233630716801,$ == null=0.123996347189,$.isEmpty()=0.00686099333689,$.hasNext()=0.00467944797128,$.shutdown=0.00381591194309,$.state != STATE_OPEN_REQUEST_BODY=0.00320686376654,$ != -1=0.00297427363694,$.endsWith(".")=0.00271983165294,$ < 1=0.00271084834822,i < $.size()=0.00250466587022,
Cache.java,abortQuietly,editor,DiskLruCache.Editor,0,DEF,$ != null=0.138750225306,$ == null=0.0547503493726,$.indexOf(codePoint) != -1=0.00556932669133,$.hasNext()=0.00529968598858,$.chars[$.pos] == ','=0.00501770665869,$.isEmpty()=0.00455456925556,$.chars[$.pos] == ';'=0.00447146035731,other == $=0.00430615153164,i < $.size()=0.0040354593657,$.sink.$.finished=0.00377236283384,
Cache.java,trackResponse,THIS,Cache,1,DEF,$.tls=0.0151990018785,$.journalRebuildRequired()=0.00932667776942,$ != null=0.00900122709572,$.chars[$.pos] != '='=0.00848821923137,$.fileSystem.exists($.journalFile)=0.00810348708183,$.shutdown=0.00782104954123,i < $.valueCount=0.00695623829961,$.initialized=0.006809131708,$.state != STATE_OPEN_REQUEST_BODY=0.00594143243507,$.chars[$.pos] == ','=0.0057608736679,
Cache.java,trackResponse,cacheStrategy,CacheStrategy,1,DEF,$ != null=0.0694987922907,$ == null=0.0285670943558,$.tls=0.0124543430284,$.journalRebuildRequired()=0.00765341054648,$.fileSystem.exists($.journalFile)=0.00714107928798,$.chars[$.pos] != '='=0.0064882687293,$.shutdown=0.00558913964778,$.initialized=0.00558315170929,$.state != STATE_OPEN_REQUEST_BODY=0.00487641058862,i < $.valueCount=0.00445533264428,
Cache.java,trackResponse,THIS,Cache,0,DEF,$.tls=0.015173192136,$ != null=0.0099299736321,$.journalRebuildRequired()=0.00931083969772,$.chars[$.pos] != '='=0.00847380515188,$.fileSystem.exists($.journalFile)=0.00808972585946,$.shutdown=0.00780776841566,i < $.valueCount=0.00694442586973,$.initialized=0.00679756933823,$.state != STATE_OPEN_REQUEST_BODY=0.00593134295195,$.chars[$.pos] == ','=0.00575109105557,
