DormandPrince54StepInterpolator.java	computeInterpolatedState	v1	double[]	0	DEF	$ == null
XYPlot.java	removeRangeMarker	markers	ArrayList	0	RET	$ == null
MeterPlot.java	drawArc	paint	Paint	0	DEF	$ != null
WaterfallBarRenderer.java	setNegativeBarPaint	paint	Paint	0	IllegalArgumentException	$ == null
CategoryAxis.java	writePaintMap	map	Map	1	DEF	$ == null
TDistribution.java	TDistribution	degreesOfFreedom	double	0	NotStrictlyPositiveException	$ <= 0
ISODateTimeFormat.java	basicOrdinalDateTime	bodt	DateTimeFormatter	0	DEF	$ == null
RelativeDateFormat.java	setHourSuffix	suffix	String	0	IllegalArgumentException	$ == null
FastMath.java	atan2	x	double	1	RET	$ < 0
SimpleHistogramDataset.java	SimpleHistogramDataset	key	Comparable	0	IllegalArgumentException	$ == null
TextUtilities.java	deriveRotationAnchorOffsets	anchor	TextAnchor	0	DEF	$ == TextAnchor.CENTER_RIGHT
PolynomialFunction.java	differentiate	n	int	0	RET	$ == 1
Percentile.java	evaluate	pos	double	0	RET	$ < 1
Conversion.java	binaryToInt	srcPos	int	0	RET	$ == 0
CombinedDomainCategoryPlot.java	calculateAxisSpace	orientation	PlotOrientation	1	DEF	$ == PlotOrientation.HORIZONTAL
DefaultXYZDataset.java	getItemCount	series	int	0	IllegalArgumentException	$ < 0
StackedXYAreaRenderer.java	drawItem	orientation	PlotOrientation	0	DEF	$ == PlotOrientation.HORIZONTAL
DateTimeZoneBuilder.java	getOffset	iTailZone	DSTZone	0	RET	$ == null
AbstractRealMatrix.java	luDecompose	lu	DecompositionSolver	0	DEF	$ == null
StringUtils.java	ordinalIndexOf	searchStr	CharSequence	0	RET	$.length() == 0
OneWayAnovaImpl.java	anovaTest	alpha	double	0	DEF	$ > 0.5
XYPlot.java	calculateDomainAxisSpace	space	AxisSpace	0	DEF	$ == null
DateTimeFormatterBuilder.java	parseInto	c	char	0	RET	$ > '9'
OpenIntToDoubleHashMap.java	remove	states	byte[]	0	RET	$[index] == FREE
XYBarRenderer.java	calculateLabelAnchorPoint	anchor	ItemLabelAnchor	0	DEF	$ == ItemLabelAnchor.OUTSIDE12
BarRenderer.java	drawItemLabel	label	String	0	RET	$ == null
AbstractCategoryItemRenderer.java	drawDomainLine	stroke	Stroke	0	IllegalArgumentException	$ == null
CMAESOptimizer.java	checkParameters	boundaries	double[][]	0	OutOfRangeException	$ != null
ChartEntity.java	getPolyCoords	shape	Shape	0	IllegalArgumentException	$ == null
Rotation.java	getAxis	q0	double	0	RET	$ < 0
ResizableDoubleArray.java	ResizableDoubleArray	data	double[]	0	DEF	$ != null
Fraction.java	getReducedFraction	denominator	int	0	DEF	$==Integer.MIN_VALUE
TaskSeriesCollection.java	getStartValue	sub	Task	0	DEF	$ != null
GraggBulirschStoerIntegrator.java	integrate	mu	int	0	DEF	$ >= 0
AxisLocation.java	getOpposite	location	AxisLocation	0	IllegalArgumentException	$ == null
Sigmoid.java	validateParameters	param	double[]	0	DimensionMismatchException	$.length != 2
FastMath.java	asin	x	double	0	RET	$ == 0.0
DateTimeFormatterBuilder.java	parseInto	c	char	1	DEF	$ == '-'
ResizableDoubleArray.java	getElement	index	int	1	DEF	$ >= numElements
CauchyDistributionImpl.java	inverseCumulativeProbability	p	double	1	IllegalArgumentException	$ > 1.0
OpenIntToDoubleHashMap.java	remove	states	byte[]	0	RET	$[index] == FREE
DefaultOHLCDataset.java	getCloseValue	close	Number	0	DEF	$ != null
XYPlot.java	panRangeAxes	axis	ValueAxis	0	DEF	$ == null
StackedXYAreaRenderer.java	drawItem	orientation	PlotOrientation	0	DEF	$ == PlotOrientation.HORIZONTAL
StackedAreaRenderer.java	getStackValues	n	Number	0	DEF	$ != null
RombergIntegrator.java	doIntegrate	delta	double	0	RET	$ <= absoluteAccuracy
AbstractCategoryItemRenderer.java	drawRangeGridline	orientation	PlotOrientation	1	DEF	$ == PlotOrientation.HORIZONTAL
StringUtils.java	difference	str2	String	0	RET	$ == null
MathArrays.java	isMonotonic	comp	int	0	RET	$ >= 0
StandardDialRange.java	setPaint	paint	Paint	0	IllegalArgumentException	$ == null
SparseRealVector.java	subtract	v	RealVector	0	RET	$ instanceof SparseRealVector
JacobianMatrices.java	computeDerivatives	paramDim	int	0	DEF	$ != 0
Rotation.java	getAngles	v2	Vector3D	0	CardanEulerSingularityException	$.getZ() < -0.9999999999
AbstractRegion.java	getSize	barycenter	Vector<S>	0	DEF	$ == null
Gamma.java	regularizedGammaQ	a	double	1	DEF	$ < 1.0
AbstractDistribution.java	cumulativeProbability	x0	double	0	IllegalArgumentException	$ > x1
GammaDistribution.java	cumulativeProbability	x	double	1	DEF	$ <= 0
TTestImpl.java	homoscedasticT	sample2	double[]	0	IllegalArgumentException	$ == null
BigMatrixImpl.java	getLUMatrix	lu	BigDecimal[][]	0	DEF	$ == null
Dfp.java	dotrap	nans	byte	0	DEF	$ == FINITE
ToStringBuilder.java	ToStringBuilder	buffer	StringBuffer	0	DEF	$ == null
Years.java	yearsBetween	start	ReadablePartial	0	RET	$ instanceof LocalDate
XYTextAnnotation.java	setPaint	paint	Paint	0	IllegalArgumentException	$ == null
DateTimeParserBucket.java	computeMillis	text	String	0	DEF	$ != null
ArrayUtils.java	toObject	array	boolean[]	1	RET	$ == null
PowellOptimizer.java	doOptimize	t	double	0	DEF	$ < 0.0
DefaultPieDataset.java	DefaultPieDataset	data	KeyedValues	0	IllegalArgumentException	$ == null
GJChronology.java	getDifference	subtrahendInstant	long	0	RET	$ < iCutover
PaintScaleLegend.java	arrange	h	LengthConstraintType	1	RuntimeException	$ == LengthConstraintType.RANGE
PaintScaleLegend.java	arrange	h	LengthConstraintType	1	DEF	$ == LengthConstraintType.RANGE
AbstractUnivariateStatistic.java	test	length	int	0	RET	$ == 0
DefaultAxisEditor.java	getInstance	axis	Axis	1	RET	$ != null
Fraction.java	Fraction	den	int	0	DEF	$ == 0
XYPlot.java	clone	renderer2	XYItemRenderer	0	DEF	$ instanceof PublicCloneable
Period.java	plusSeconds	seconds	int	0	RET	$ == 0
Vector2D.java	normalize	s	double	0	MathArithmeticException	$ == 0
OpenIntToDoubleHashMap.java	remove	key	int	0	RET	containsKey($, index)
ArrayRealVector.java	hashCode	this	THIS	0	RET	$.isNaN()
FastMath.java	log	hiPrec	double[]	0	DEF	$ != null
ISODateTimeFormat.java	dateHourMinute	dhm	DateTimeFormatter	0	DEF	$ == null
Array2DRowRealMatrix.java	setSubMatrix	row	int	0	MathIllegalStateException	$ > 0
BoxAndWhiskerRenderer.java	drawHorizontalItem	xMin	Number	0	DEF	$ != null
BigMatrixImpl.java	setSubMatrix	row	int	0	MatrixIndexException	$ > 0
PascalDistributionImpl.java	setNumberOfSuccessesInternal	successes	int	0	DEF	$ < 0
EigenDecomposition.java	findEigenVectors	q	double	1	DEF	$ < 0.0
StandardXYItemRenderer.java	drawItem	info	PlotRenderingInfo	0	DEF	$ != null
SerialUtilities.java	writePaint	paint	Paint	0	DEF	$ instanceof GradientPaint
KMeansPlusPlusClusterer.java	chooseInitialCenters	nextPointIndex	int	1	DEF	$ >= 0
StatisticalBarRenderer.java	drawHorizontalItem	value	double	0	DEF	$ <= lclip
ChiSquareTest.java	checkNonNegative	i	int	0	NotPositiveException	in[$] < 0
TextUtilities.java	deriveTextBoundsAnchorOffsets	anchor	TextAnchor	0	DEF	$ == TextAnchor.TOP_RIGHT
FastMath.java	asin	x	double	0	RET	$ < -1.0
AbstractMultipleLinearRegression.java	newSampleData	data	double[]	0	NullArgumentException	$ == null
StringUtils.java	containsIgnoreCase	str	CharSequence	0	RET	$ == null
OpenMapRealVector.java	getLInfDistance	delta	double	0	DEF	$ > max
RegressionResults.java	getParameterEstimate	index	int	0	IndexOutOfBoundsException	$ < 0
Decimal64.java	linearCombination	a	Decimal64[]	0	DimensionMismatchException	$.length != b.length
FastMath.java	atan2	x	double	0	RET	$ == Double.NEGATIVE_INFINITY
CategoryPlot.java	removeRangeMarker	markers	ArrayList	0	RET	$ == null
ArrayFieldVector.java	equals	other	Object	0	RET	$ == null
ExtendedMessageFormat.java	applyPattern	format	Format	0	DEF	$ == null
BasicChronology.java	getDayOfWeek	instant	long	1	DEF	$ >= 0
BlockRealMatrix.java	getSubMatrix	widthExcess	int	1	DEF	$ > 0
MultiStartMultivariateOptimizer.java	compare	o1	PointValuePair	1	RET	$ == null
Quarter.java	compareTo	result	int	0	DEF	$ == 0
HeatMapUtilities.java	createHeatMapImage	dataset	HeatMapDataset	0	IllegalArgumentException	$ == null
EigenDecomposition.java	isNonSingular	imagEigenvalues	double[]	0	RET	$[i] == 0
GraggBulirschStoerStepInterpolator.java	computeCoefficients	mu	int	0	DEF	$ > 1
PiePlot.java	setBaseSectionPaint	paint	Paint	0	IllegalArgumentException	$ == null
MathArrays.java	isMonotonic	comp	int	0	RET	$ >= 0
ChartPanel.java	restoreAutoBounds	plot	Plot	0	RET	$ == null
RiddersSolver.java	solve	f	UnivariateRealFunction	0	RET	$.value(min) == 0.0
Gamma.java	trigamma	x	double	0	RET	$ >= C_LIMIT
PaintScaleLegend.java	setScale	scale	PaintScale	0	IllegalArgumentException	$ == null
SparseFieldVector.java	add	v	FieldVector<T>	1	RET	$ instanceof SparseFieldVector<?>
CategoryPlot.java	getDomainAxisEdge	location	AxisLocation	1	DEF	$ != null
AbstractStorelessUnivariateStatistic.java	evaluate	begin	int	0	DEF	test(values, $, length)
NumberAxis.java	autoAdjustRange	plot	Plot	0	RET	$ == null
RungeKuttaStepInterpolator.java	RungeKuttaStepInterpolator	interpolator	AbstractStepInterpolator	1	DEF	$.currentState != null
StackedXYAreaRenderer2.java	drawItem	y2	double	1	DEF	$ >= 0.0
AbstractRenderer.java	setBaseOutlinePaint	paint	Paint	0	IllegalArgumentException	$ == null
CompareToBuilder.java	append	lhs	boolean	1	DEF	$ == false
LocalDate.java	get	fieldType	DateTimeFieldType	0	IllegalArgumentException	isSupported($) == false
MultiStartMultivariateRealOptimizer.java	getOptima	optima	RealPointValuePair[]	0	DEF	$ == null
BicubicSplineInterpolator.java	interpolate	fval	double[][]	0	DimensionMismatchException	$[i].length != yLen
WeibullDistribution.java	WeibullDistribution	alpha	double	0	NotStrictlyPositiveException	$ <= 0
AbstractLinearOptimizer.java	incrementIterationsCounter	iterations	int	0	MaxIterationsExceededException	++$ > maxIterations
OpenIntToDoubleHashMap.java	findInsertionIndex	states	byte[]	0	DEF	$[index] == FULL
Plot.java	fillBackground	orientation	PlotOrientation	0	DEF	$ == PlotOrientation.HORIZONTAL
SmoothingPolynomialBicubicSplineInterpolator.java	interpolate	fval	double[][]	0	NoDataException	$.length == 0
TriDiagonalTransformer.java	getQ	cachedQ	RealMatrix	0	DEF	$ == null
MersenneTwister.java	setSeed	seed	int[]	0	RET	$ == null
TriangularDistribution.java	cumulativeProbability	x	double	0	RET	$ < a
EqualsBuilder.java	append	lhs	long[]	0	RET	$.length != rhs.length
OpenIntToFieldHashMap.java	findInsertionIndex	index	int	0	RET	states[$] == FULL
Variance.java	evaluate	begin	int	0	DEF	test(values, $, length)
DefaultTitleEditor.java	attemptPaintSelection	c	Color	0	DEF	$ != null
TaskSeriesCollection.java	remove	series	int	0	IllegalArgumentException	$ < 0
GammaDistribution.java	sample	shape	double	0	RET	$ < 1
SymbolAxis.java	refreshTicksVertical	i	int	0	DEF	$ > 0
CategoryAxis.java	drawCategoryLabels	plotState	PlotRenderingInfo	0	DEF	$ != null
FractionFormat.java	parse	parsePosition	ParsePosition	0	DEF	$.getIndex() == 0
ISODateTimeFormat.java	weekyearWeek	ww	DateTimeFormatter	0	DEF	$ == null
EigenDecompositionImpl.java	isNonSingular	i	int	0	RET	imagEigenvalues[$] == 0
Dfp.java	sqrt	nans	byte	0	RET	$ == INFINITE
Variance.java	evaluate	begin	int	0	DEF	test(values, $, length)
XYPlot.java	getDomainAxisIndex	parent	Plot	0	DEF	$ instanceof XYPlot
Dfp.java	add	nans	byte	0	RET	$ == INFINITE
MathArrays.java	checkOrder	index	int	0	RET	$ == max
TTestImpl.java	checkSignificanceLevel	alpha	double	0	OutOfRangeException	$ > 0.5
DateTimeZoneBuilder.java	getNameKey	i	int	0	RET	$ > 0
Rotation.java	Rotation	u2u2	double	0	IllegalArgumentException	$ == 0
CategoryLabelPositions.java	getLabelPosition	edge	RectangleEdge	1	DEF	$ == RectangleEdge.TOP
TricubicSplineInterpolatingFunction.java	TricubicSplineInterpolatingFunction	d2FdYdZ	double[][][]	0	DimensionMismatchException	$[i].length != yLen
StackedXYBarRenderer.java	drawItem	value	double	1	DEF	$ > 0.0
OpenIntToFieldHashMap.java	findInsertionIndex	index	int	0	RET	keys[$] == key
Month.java	Month	month	int	0	IllegalArgumentException	$ < 1
DateTimeFormatterBuilder.java	printTo	displayOffset	int	0	RET	$ == 0
CyclicNumberAxis.java	refreshTicksHorizontal	lastX	float	0	DEF	$ == x
DynamicTimeSeriesCollection.java	appendData	s	int	0	DEF	this.valueHistory[$] == null
IntervalXYDelegate.java	calculateIntervalForSeries	itemCount	int	0	DEF	$ > 1
MeterPlot.java	setDataset	existing	ValueDataset	0	DEF	$ != null
EigenDecompositionImpl.java	solve	b	double[]	0	IllegalArgumentException	$.length != m
Rotation.java	getAngles	v2	Vector3D	0	CardanEulerSingularityException	$.getZ() > 0.9999999999
XYBarRenderer.java	drawItemLabel	position	ItemLabelPosition	0	DEF	$ != null
ArrayFieldVector.java	ArrayFieldVector	v1	T[]	0	NullArgumentException	$ == null
SumOfSquares.java	evaluate	begin	int	0	DEF	test(values, $, length)
ChartPanel.java	setRangeZoomable	plot	Plot	0	DEF	$ instanceof Zoomable
StringUtils.java	join	array	double[]	0	RET	$ == null
AbstractRealVector.java	add	v	RealVector	0	RET	$ instanceof ArrayRealVector
PiePlot.java	setDataset	existing	PieDataset	0	DEF	$ != null
Variance.java	evaluate	length	int	0	DEF	test(values, begin, $)
XYPlot.java	getDomainAxisLocation	result	AxisLocation	0	DEF	$ == null
Variance.java	evaluate	length	int	1	DEF	$ == 1
MatrixUtils.java	createRowFieldMatrix	nCols	int	0	DEF	$ == 0
TricubicSplineInterpolator.java	interpolate	fval	double[][][]	0	DimensionMismatchException	$[i].length != yLen
SmoothingPolynomialBicubicSplineInterpolator.java	interpolate	xval	double[]	0	NoDataException	$.length == 0
DateTimeZone.java	getDefaultProvider	provider	Provider	0	DEF	$ == null
GraggBulirschStoerStepInterpolator.java	computeCoefficients	mu	int	0	DEF	$ > 1
FastFourierTransformer.java	sample	n	int	0	DEF	$ <= 0
Plot.java	resolveRangeAxisLocation	location	AxisLocation	1	DEF	$ == AxisLocation.BOTTOM_OR_RIGHT
CategoryStepRenderer.java	drawItem	column	int	0	DEF	$ != 0
DSCompiler.java	atan	k	int	1	DEF	$ > 2
DefaultIntervalCategoryDataset.java	DefaultIntervalCategoryDataset	seriesKeys	Comparable[]	1	IllegalArgumentException	$ != null
XYPlot.java	drawQuadrants	y	double	0	DEF	$ > ymin
QRDecompositionImpl.java	getQT	cachedQT	RealMatrix	0	DEF	$ == null
SerializationUtils.java	serialize	out	ObjectOutputStream	0	DEF	$ != null
CategoryLabelPositions.java	CategoryLabelPositions	left	CategoryLabelPosition	0	IllegalArgumentException	$ == null
Vector3D.java	hashCode	this	THIS	0	RET	$.isNaN()
ChartPanel.java	restoreAutoRangeBounds	plot	Plot	0	DEF	$ instanceof Zoomable
FastMath.java	nextAfter	sign	int	1	RET	$ == 0
PaintScaleLegend.java	draw	axisEdge	RectangleEdge	0	DEF	$ == RectangleEdge.BOTTOM
MathUtils.java	copySign	magnitude	int	1	MathArithmeticException	$ == Integer.MIN_VALUE
CompassPlot.java	setSeriesPaint	series	int	0	DEF	$ >= 0
DateTimeFormatterBuilder.java	printTo	year	int	1	DEF	$ < 0
Gamma.java	regularizedGammaQ	x	double	1	DEF	$ == 0.0
SubCategoryAxis.java	addSubCategory	subCategory	Comparable	0	IllegalArgumentException	$ == null
PiePlot.java	drawItem	state	PiePlotState	0	DEF	$.getInfo() != null
PolynomialFunction.java	toString	coefficients	double[]	0	RET	$.length == 1
DefaultIntervalCategoryDataset.java	setCategoryKeys	categoryKeys	Comparable[]	0	IllegalArgumentException	$[i] == null
GridArrangement.java	arrange	w	LengthConstraintType	1	RuntimeException:RET	$ == LengthConstraintType.NONE
SumOfLogs.java	getResult	n	int	1	RET	$ > 0
BaseAbstractMultivariateVectorOptimizer.java	optimizeInternal	startPoint	double[]	0	NullArgumentException	$ == null
ClassUtils.java	getSimpleName	cls	Class<>	0	RET	$ == null
ImageTitle.java	drawHorizontal	horizontalAlignment	HorizontalAlignment	1	DEF	$ == HorizontalAlignment.CENTER
EqualsBuilder.java	append	isEquals	boolean	0	RET	$ == false
KeyedObjects.java	insertValue	pos	int	0	DEF	$ >= 0
XYPlot.java	setQuadrantPaint	index	int	0	IllegalArgumentException	$ < 0
LayeredBarRenderer.java	drawItem	orientation	PlotOrientation	1	DEF	$ == PlotOrientation.HORIZONTAL
LogAxis.java	estimateMaximumTickLabelWidth	formatter	NumberFormat	1	DEF	$ != null
XYDotRenderer.java	setDotWidth	w	int	0	IllegalArgumentException	$ < 1
BlockRealMatrix.java	setColumnMatrix	mIndex	int	0	DEF	$ >= mBlock.length
AbstractCategoryItemRenderer.java	setLegendItemLabelGenerator	generator	CategorySeriesLabelGenerator	0	IllegalArgumentException	$ == null
SemiVariance.java	evaluate	values	double[]	1	RET	$.length == 0
AbstractRenderer.java	calculateLabelAnchorPoint	anchor	ItemLabelAnchor	1	DEF	$ == ItemLabelAnchor.OUTSIDE9
Product.java	evaluate	values	double[]	0	DEF	test($, begin, length)
Dfp.java	divide	divisor	int	0	RET	$ < 0
BoxAndWhiskerRenderer.java	initialise	rows	int	1	DEF	($ * columns) > 0
StringUtils.java	replace	end	int	0	RET	$ == INDEX_NOT_FOUND
SumOfLogs.java	evaluate	begin	int	0	DEF	test(values, $, length)
RiddersSolver.java	solve	y2	double	1	DEF	MathUtils.sign($) + MathUtils.sign(y) == 0.0
DeviationRenderer.java	drawItem	orientation	PlotOrientation	1	DEF	$ == PlotOrientation.HORIZONTAL
CombinedDomainXYPlot.java	remove	position	int	0	DEF	$ != -1
FastMath.java	atan2	y	double	1	RET	$ < 0.0
GJChronology.java	add	instant	long	0	DEF	$ < iCutover
Rotation.java	getAngles	v2	Vector3D	0	CardanEulerSingularityException	$.getZ() > 0.9999999999
AbstractRealMatrix.java	setSubMatrix	r	int	0	DEF	subMatrix[$].length != nCols
OpenMapRealVector.java	dotProduct	v	RealVector	1	RET	$ instanceof OpenMapRealVector
BOBYQAOptimizer.java	bobyqb	i	int	0	DEF	$ < n
GraggBulirschStoerIntegrator.java	integrate	targetIter	int	0	DEF	$ > 1
MeterPlot.java	setDataset	existing	ValueDataset	0	DEF	$ != null
CombinedDataset.java	getVolumeValue	volume	Number	0	DEF	$ != null
FastMath.java	atan2	y	double	0	RET	$ < 0
EigenDecompositionImpl.java	isNonSingular	realEigenvalues	double[]	0	RET	$[i] == 0
BOBYQAOptimizer.java	bobyqb	ntrits	int	1	DEF	$ == 0
LevenbergMarquardtOptimizer.java	doOptimize	preRed	double	1	OptimizationException	$ <= 2.2204e-16
BoxAndWhiskerRenderer.java	drawVerticalItem	yOutliers	List	0	DEF	$ != null
DefaultIntervalCategoryDataset.java	DefaultIntervalCategoryDataset	categoryKeys	Comparable[]	1	IllegalArgumentException	$ != null
ZoneInfoProvider.java	getZone	tz	DateTimeZone	0	RET	$ != null
Percentile.java	evaluate	length	int	0	RET	$ == 1
MathUtils.java	factorial	n	int	0	IllegalArgumentException	$ < 0
MathUtils.java	gcd	u	int	0	DEF	$ == Integer.MIN_VALUE
SumOfLogs.java	evaluate	length	int	0	DEF	test(values, begin, $, true)
TTestImpl.java	checkSampleData	data	double[]	0	DEF	$ == null
HypergeometricDistributionImpl.java	HypergeometricDistributionImpl	numberOfSuccesses	int	0	DEF	$ > populationSize
BaseMultivariateVectorMultiStartOptimizer.java	compare	o1	PointVectorValuePair	1	RET	$ == null
AbstractCategoryItemRenderer.java	drawRangeMarker	p	Paint	1	DEF	$ instanceof GradientPaint
Logit.java	value	x	double	0	OutOfRangeException	$ > hi
NumberAxis.java	refreshTicksHorizontal	this	THIS	1	DEF	$.isVerticalTickLabels()
OpenIntToFieldHashMap.java	findInsertionIndex	keys	int[]	0	RET	$[index] == key
DefaultStatisticalCategoryDataset.java	getMeanValue	masd	MeanAndStandardDeviation	0	DEF	$ != null
LocalDateTime.java	minusYears	years	int	0	RET	$ == 0
LocalDate.java	withPeriodAdded	period	ReadablePeriod	0	RET	$ == null
Dfp.java	divide	minadj	int	0	DEF	$ >= 2
Marker.java	Marker	alpha	float	0	IllegalArgumentException	$ < 0.0f
CategoryPlot.java	removeRangeMarker	layer	Layer	1	DEF	$ == Layer.FOREGROUND
PeriodFormatterBuilder.java	parseInto	c	char	0	DEF	$ == '+'
LayeredBarRenderer.java	drawHorizontalItem	dataValue	Number	0	RET	$ == null
AbstractCategoryItemRenderer.java	drawRangeMarker	label	String	0	DEF	$ != null
XYLineAndShapeRenderer.java	drawSecondaryPass	orientation	PlotOrientation	1	DEF	$ == PlotOrientation.HORIZONTAL
CategoryPlot.java	getDomainAxisLocation	result	AxisLocation	0	DEF	$ == null
RectangleConstraint.java	RectangleConstraint	widthConstraintType	LengthConstraintType	0	IllegalArgumentException	$ == null
NumberAxis.java	autoAdjustRange	lower	double	1	DEF	$ >= 0.0
ISODateTimeFormat.java	basicTTime	btt	DateTimeFormatter	0	DEF	$ == null
DefaultKeyedValues.java	insertValue	key	Comparable	0	IllegalArgumentException	$ == null
MeterInterval.java	MeterInterval	label	String	0	IllegalArgumentException	$ == null
GroupedStackedBarRenderer.java	calculateBarWidth	groups	int	0	DEF	$ > 1
