row 928.0,1.0,1=0.454,0=0.546
row 931.0,1.0,1=0.993,0=0.007
row 933.0,1.0,1=0.983,0=0.017
row 934.0,1.0,1=0.541,0=0.459
row 936.0,1.0,1=0.623,0=0.377
row 945.0,1.0,1=0.903,0=0.097
row 946.0,1.0,1=0.794,0=0.206
row 949.0,1.0,1=0.955,0=0.045
row 950.0,1.0,1=0.906,0=0.094
row 956.0,1.0,1=0.894,0=0.106
row 958.0,1.0,1=0.919,0=0.081
row 961.0,1.0,1=0.909,0=0.091
row 962.0,1.0,1=0.859,0=0.141
row 963.0,1.0,1=0.697,0=0.303
row 964.0,1.0,1=0.859,0=0.141
row 966.0,1.0,1=0.852,0=0.148
row 970.0,1.0,1=0.994,0=0.006
row 972.0,1.0,1=0.994,0=0.006
row 975.0,1.0,1=0.919,0=0.081
row 976.0,1.0,1=0.504,0=0.496
row 981.0,1.0,1=0.935,0=0.065
row 982.0,1.0,1=0.955,0=0.045
row 985.0,1.0,1=0.674,0=0.326
row 986.0,1.0,1=0.660,0=0.340
row 988.0,1.0,1=0.967,0=0.033
row 990.0,1.0,1=0.918,0=0.082
row 991.0,1.0,1=0.235,0=0.765
row 992.0,1.0,1=0.918,0=0.082
row 993.0,1.0,1=0.588,0=0.412
row 994.0,1.0,1=0.823,0=0.177
row 998.0,1.0,1=0.921,0=0.079
row 1004.0,1.0,1=0.918,0=0.082
row 1006.0,1.0,1=0.983,0=0.017
row 1009.0,1.0,1=0.973,0=0.027
row 1010.0,1.0,1=0.777,0=0.223
row 1012.0,1.0,1=0.985,0=0.015
row 1015.0,1.0,1=0.976,0=0.024
row 1016.0,1.0,1=0.777,0=0.223
row 1018.0,1.0,1=0.981,0=0.019
row 1019.0,1.0,1=0.974,0=0.026
row 1021.0,1.0,1=0.939,0=0.061
row 1022.0,1.0,1=0.981,0=0.019
row 1023.0,1.0,1=0.974,0=0.026
row 1025.0,1.0,1=0.939,0=0.061
row 1026.0,1.0,1=0.905,0=0.095
row 1027.0,1.0,1=0.500,0=0.500
row 1028.0,1.0,1=0.905,0=0.095
row 1030.0,1.0,1=0.613,0=0.387
row 1032.0,1.0,1=0.945,0=0.055
row 1033.0,1.0,1=0.945,0=0.055
row 1034.0,1.0,1=0.993,0=0.007
row 1036.0,1.0,1=0.982,0=0.018
row 1038.0,1.0,1=0.982,0=0.018
row 1039.0,1.0,1=0.345,0=0.655
row 1040.0,1.0,1=0.925,0=0.075
row 1041.0,1.0,1=0.574,0=0.426
row 1042.0,1.0,1=0.925,0=0.075
row 1044.0,1.0,1=0.842,0=0.158
row 1047.0,1.0,1=0.570,0=0.430
row 1051.0,1.0,1=0.454,0=0.546
row 1053.0,1.0,1=0.965,0=0.035
row 1055.0,1.0,1=0.975,0=0.025
row 1056.0,1.0,1=0.456,0=0.544
row 1057.0,1.0,1=0.975,0=0.025
row 1059.0,1.0,1=0.892,0=0.108
row 1060.0,1.0,1=0.951,0=0.049
row 1061.0,1.0,1=0.939,0=0.061
row 1063.0,1.0,1=0.986,0=0.014
row 1066.0,1.0,1=0.977,0=0.023
row 1067.0,1.0,1=0.862,0=0.138
row 1069.0,1.0,1=0.991,0=0.009
row 1072.0,1.0,1=0.985,0=0.015
row 1073.0,1.0,1=0.862,0=0.138
row 1075.0,1.0,1=0.787,0=0.213
row 1076.0,1.0,1=0.533,0=0.467
row 1077.0,1.0,1=0.787,0=0.213
row 1079.0,1.0,1=0.893,0=0.107
row 1082.0,1.0,1=0.927,0=0.073
row 1083.0,1.0,1=0.656,0=0.344
row 1086.0,1.0,1=0.984,0=0.016
row 1089.0,1.0,1=0.993,0=0.007
row 1091.0,1.0,1=0.985,0=0.015
row 1092.0,1.0,1=0.693,0=0.307
row 1094.0,1.0,1=0.976,0=0.024
row 1097.0,1.0,1=0.988,0=0.012
row 1098.0,1.0,1=0.922,0=0.078
row 1101.0,1.0,1=0.936,0=0.064
row 1107.0,1.0,1=0.485,0=0.515
row 1113.0,1.0,1=0.407,0=0.593
row 1116.0,1.0,1=0.995,0=0.005
row 1118.0,1.0,1=0.989,0=0.011
row 1119.0,1.0,1=0.515,0=0.485
row 1120.0,1.0,1=0.900,0=0.100
row 1126.0,1.0,1=0.923,0=0.077
row 1127.0,1.0,1=0.622,0=0.378
row 1129.0,1.0,1=0.877,0=0.123
row 1130.0,1.0,1=0.965,0=0.035
row 1132.0,1.0,1=0.967,0=0.033
row 1134.0,1.0,1=0.894,0=0.106
row 1137.0,1.0,1=0.972,0=0.028
row 1140.0,1.0,1=0.972,0=0.028
row 1142.0,1.0,1=0.961,0=0.039
row 1144.0,1.0,1=0.972,0=0.028
row 1147.0,1.0,1=0.972,0=0.028
row 1151.0,1.0,1=0.897,0=0.103
row 1155.0,1.0,1=0.780,0=0.220
row 1157.0,1.0,1=0.767,0=0.233
row 1158.0,1.0,1=0.985,0=0.015
row 1160.0,1.0,1=0.983,0=0.017
row 1163.0,1.0,1=0.722,0=0.278
row 1168.0,1.0,1=0.814,0=0.186
row 1174.0,1.0,1=0.288,0=0.712
row 1175.0,1.0,1=0.843,0=0.157
row 1179.0,1.0,1=0.272,0=0.728
row 1184.0,1.0,1=0.394,0=0.606
row 1190.0,1.0,1=0.731,0=0.269
row 1193.0,1.0,1=0.906,0=0.094
row 1194.0,1.0,1=0.886,0=0.114
row 1195.0,1.0,1=0.994,0=0.006
row 1197.0,1.0,1=0.987,0=0.013
row 1198.0,1.0,1=0.461,0=0.539
row 1199.0,1.0,1=0.614,0=0.386
row 1204.0,1.0,1=0.895,0=0.105
row 1206.0,1.0,1=0.925,0=0.075
row 1211.0,1.0,1=0.872,0=0.128
row 1213.0,1.0,1=0.786,0=0.214
row 1218.0,1.0,1=0.895,0=0.105
row 1219.0,1.0,1=0.614,0=0.386
row 1227.0,1.0,1=0.805,0=0.195
row 1231.0,1.0,1=0.347,0=0.653
row 1232.0,1.0,1=0.330,0=0.670
row 1239.0,1.0,1=0.799,0=0.201
row 1247.0,1.0,1=0.805,0=0.195
row 1249.0,1.0,1=0.953,0=0.047
row 1257.0,1.0,1=0.852,0=0.148
row 1259.0,1.0,1=0.799,0=0.201
row 1267.0,1.0,1=0.805,0=0.195
row 1269.0,1.0,1=0.987,0=0.013
row 1272.0,1.0,1=0.959,0=0.041
row 1274.0,1.0,1=0.987,0=0.013
row 1280.0,1.0,1=0.553,0=0.447
row 1282.0,1.0,1=0.357,0=0.643
row 1283.0,1.0,1=0.648,0=0.352
row 1289.0,1.0,1=0.648,0=0.352
row 1292.0,1.0,1=0.850,0=0.150
row 1293.0,1.0,1=0.883,0=0.117
row 1295.0,1.0,1=0.923,0=0.077
row 1296.0,1.0,1=0.923,0=0.077
row 1297.0,1.0,1=0.991,0=0.009
row 1299.0,1.0,1=0.989,0=0.011
row 1301.0,1.0,1=0.989,0=0.011
row 1302.0,1.0,1=0.568,0=0.432
row 1303.0,1.0,1=0.889,0=0.111
row 1304.0,1.0,1=0.593,0=0.407
row 1305.0,1.0,1=0.889,0=0.111
row 1307.0,1.0,1=0.984,0=0.016
row 1308.0,1.0,1=0.981,0=0.019
row 1309.0,1.0,1=0.984,0=0.016
row 1314.0,1.0,1=0.967,0=0.033
row 1315.0,1.0,1=0.984,0=0.016
row 1323.0,1.0,1=0.967,0=0.033
row 1324.0,1.0,1=0.984,0=0.016
row 1330.0,1.0,1=0.967,0=0.033
row 1332.0,1.0,1=0.977,0=0.023
row 1335.0,1.0,1=0.968,0=0.032
row 1336.0,1.0,1=0.906,0=0.094
row 1338.0,1.0,1=0.824,0=0.176
row 1339.0,1.0,1=0.952,0=0.048
row 1341.0,1.0,1=0.853,0=0.147
row 1345.0,1.0,1=0.403,0=0.597
row 1348.0,1.0,1=0.813,0=0.187
row 1350.0,1.0,1=0.243,0=0.757
row 1355.0,1.0,1=0.813,0=0.187
row 1356.0,1.0,1=0.448,0=0.552
row 1362.0,1.0,1=0.802,0=0.198
row 1363.0,1.0,1=0.448,0=0.552
row 1365.0,1.0,1=0.431,0=0.569
row 1369.0,1.0,1=0.802,0=0.198
row 1372.0,1.0,1=0.643,0=0.357
row 1373.0,1.0,1=0.628,0=0.372
row 1379.0,1.0,1=0.322,0=0.678
row 1384.0,1.0,1=0.285,0=0.715
row 1389.0,1.0,1=0.539,0=0.461
row 1394.0,1.0,1=0.830,0=0.170
row 1395.0,1.0,1=0.880,0=0.120
row 1400.0,1.0,1=0.830,0=0.170
row 1401.0,1.0,1=0.880,0=0.120
row 1402.0,1.0,1=0.932,0=0.068
row 1404.0,1.0,1=0.955,0=0.045
row 1406.0,1.0,1=0.795,0=0.205
row 1409.0,1.0,1=0.903,0=0.097
row 1412.0,1.0,1=0.916,0=0.084
row 1418.0,1.0,1=0.435,0=0.565
row 1424.0,1.0,1=0.451,0=0.549
row 1427.0,1.0,1=0.995,0=0.005
row 1429.0,1.0,1=0.988,0=0.012
row 1430.0,1.0,1=0.483,0=0.517
row 1432.0,1.0,1=0.953,0=0.047
row 1434.0,1.0,1=0.996,0=0.004
row 1437.0,1.0,1=0.970,0=0.030
row 1438.0,1.0,1=0.899,0=0.101
row 1439.0,1.0,1=0.979,0=0.021
row 1441.0,1.0,1=0.971,0=0.029
row 1443.0,1.0,1=0.967,0=0.033
row 1444.0,1.0,1=0.982,0=0.018
row 1446.0,1.0,1=0.971,0=0.029
row 1448.0,1.0,1=0.942,0=0.058
row 1451.0,1.0,1=0.506,0=0.494
row 1455.0,1.0,1=0.490,0=0.510
row 1457.0,1.0,1=0.973,0=0.027
row 1458.0,1.0,1=0.986,0=0.014
row 1460.0,1.0,1=0.968,0=0.032
row 1461.0,1.0,1=0.986,0=0.014
row 1463.0,1.0,1=0.943,0=0.057
row 1464.0,1.0,1=0.943,0=0.057
row 1466.0,1.0,1=0.993,0=0.007
row 1468.0,1.0,1=0.976,0=0.024
row 1470.0,1.0,1=0.991,0=0.009
row 1472.0,1.0,1=0.970,0=0.030
row 1474.0,1.0,1=0.991,0=0.009
row 1476.0,1.0,1=0.961,0=0.039
row 1478.0,1.0,1=0.987,0=0.013
row 1480.0,1.0,1=0.970,0=0.030
row 1482.0,1.0,1=0.914,0=0.086
row 1484.0,1.0,1=0.958,0=0.042
row 1487.0,1.0,1=0.989,0=0.011
row 1488.0,1.0,1=0.976,0=0.024
row 1490.0,1.0,1=0.980,0=0.020
row 1491.0,1.0,1=0.976,0=0.024
row 1493.0,1.0,1=0.976,0=0.024
row 1495.0,1.0,1=0.986,0=0.014
row 1497.0,1.0,1=0.943,0=0.057
row 1499.0,1.0,1=0.941,0=0.059
row 1501.0,1.0,1=0.929,0=0.071
row 1502.0,1.0,1=0.929,0=0.071
row 1503.0,1.0,1=0.952,0=0.048
row 1505.0,1.0,1=0.941,0=0.059
row 1506.0,1.0,1=0.430,0=0.570
row 1507.0,1.0,1=0.965,0=0.035
row 1509.0,1.0,1=0.970,0=0.030
row 1511.0,1.0,1=0.662,0=0.338
row 1512.0,1.0,1=0.978,0=0.022
row 1514.0,1.0,1=0.978,0=0.022
row 1515.0,1.0,1=0.978,0=0.022
row 1516.0,1.0,1=0.538,0=0.462
row 1517.0,1.0,1=0.613,0=0.387
row 1518.0,1.0,1=0.780,0=0.220
row 1519.0,1.0,1=0.933,0=0.067
row 1521.0,1.0,1=0.991,0=0.009
row 1523.0,1.0,1=0.552,0=0.448
row 1524.0,1.0,1=0.922,0=0.078
row 1526.0,1.0,1=0.506,0=0.494
row 1527.0,1.0,1=0.781,0=0.219
row 1528.0,1.0,1=0.894,0=0.106
row 1530.0,1.0,1=0.972,0=0.028
row 1532.0,1.0,1=0.617,0=0.383
row 1533.0,1.0,1=0.955,0=0.045
row 1535.0,1.0,1=0.955,0=0.045
row 1536.0,1.0,1=0.447,0=0.553
row 1537.0,1.0,1=0.967,0=0.033
row 1539.0,1.0,1=0.376,0=0.624
row 1542.0,1.0,1=0.979,0=0.021
row 1547.0,1.0,1=0.936,0=0.064
row 1551.0,1.0,1=0.590,0=0.410
row 1553.0,1.0,1=0.963,0=0.037
row 1554.0,1.0,1=0.679,0=0.321
row 1558.0,1.0,1=0.884,0=0.116
row 1560.0,1.0,1=0.965,0=0.035
row 1563.0,1.0,1=0.981,0=0.019
row 1565.0,1.0,1=0.613,0=0.387
row 1566.0,1.0,1=0.529,0=0.471
row 1569.0,1.0,1=0.959,0=0.041
row 1571.0,1.0,1=0.272,0=0.728
row 1573.0,1.0,1=0.327,0=0.673
row 1575.0,1.0,1=0.771,0=0.229
row 1576.0,1.0,1=0.701,0=0.299
row 1579.0,1.0,1=0.940,0=0.060
row 1585.0,1.0,1=0.474,0=0.526
row 1586.0,1.0,1=0.992,0=0.008
